sid,from,to,date
54720,658,448,2009-09-08
54720,448,539,2010-11-10
54720,539,632,2011-04-01
54720,632,520,2011-09-06
54723,328,257,2002-09-05
54723,257,431,2005-09-06
54723,431,559,2009-09-16
54724,355,598,2003-09-08
54724,598,431,2006-09-07
54728,663,116,2003-09-08
54728,116,431,2004-04-26
54733,210,224,2003-02-25
54733,224,408,2006-09-15
54733,408,225,2009-01-28
54733,225,823,2011-09-06
54743,149,20,2006-09-07
54743,20,272,2009-03-16
54743,272,25,2009-03-20
54743,25,802,2009-09-08
54743,802,803,2010-04-16
54746,42,518,2002-09-05
54746,518,393,2004-02-12
54746,393,20,2006-09-07
54749,540,3,2009-09-08
54759,47,287,2003-11-21
54761,339,118,2003-09-08
54761,118,585,2004-03-16
54761,585,556,2004-09-07
54761,556,48,2006-09-21
54761,48,556,2006-09-26
54765,547,295,2004-09-07
54765,295,550,2005-09-06
54765,550,438,2006-03-01
54765,438,556,2006-09-07
54765,556,497,2007-09-20
54765,497,12,2009-09-08
54768,413,358,2007-09-10
54768,358,205,2009-09-08
54772,384,563,2007-09-10
54781,593,393,2002-09-05
54781,393,155,2005-09-06
54786,553,34,2002-09-18
54786,34,350,2005-09-06
54786,350,525,2007-02-21
54786,525,510,2007-09-10
54786,510,63,2007-11-05
54786,63,823,2009-11-05
54788,257,431,2004-09-07
54788,431,155,2007-02-09
54790,520,465,2003-09-08
54790,465,275,2004-09-07
54795,503,162,2009-09-08
54796,188,425,2002-09-05
54796,425,155,2002-11-20
54796,155,162,2003-11-25
54797,465,574,2004-09-07
54798,196,609,2009-09-08
54799,95,519,2004-09-13
54799,519,409,2005-09-06
54799,409,554,2005-09-13
54802,641,162,2004-03-24
54802,162,0,2004-09-21
54802,0,572,2005-09-06
54807,146,101,2006-09-07
54807,101,560,2007-09-10
54807,560,505,2009-09-08
54808,662,366,2006-09-07
54810,625,154,2005-09-06
54810,154,625,2005-09-08
54810,625,154,2006-09-07
54810,154,625,2006-09-26
54810,625,147,2010-01-07
54810,147,563,2010-02-04
54810,563,625,2010-05-27
54810,625,281,2010-09-07
54816,366,188,2011-09-06
54817,570,366,2006-09-27
54817,366,446,2008-02-08
54817,446,42,2008-05-15
54817,42,550,2008-09-04
54817,550,93,2008-11-12
54817,93,60,2010-02-02
54817,60,537,2011-09-06
54818,230,655,2006-09-07
54819,377,205,2003-09-08
54819,205,655,2004-09-21
54820,372,170,2004-09-07
54822,624,431,2001-10-12
54822,431,408,2002-02-26
54827,283,408,2006-10-10
54828,63,624,2003-09-12
54828,624,408,2004-12-16
54831,255,271,2009-09-08
54831,271,335,2009-10-06
54833,72,549,2002-04-05
54833,549,272,2002-09-05
54833,272,63,2004-02-03
54833,63,408,2004-02-11
54835,534,25,2003-01-21
54836,148,598,2002-09-05
54836,598,520,2004-09-27
54836,520,624,2005-09-06
54836,624,431,2006-09-07
54838,585,652,2008-01-22
54838,652,12,2010-09-07
54839,197,510,2002-09-05
54840,277,500,2001-11-08
54840,500,197,2002-09-05
54840,197,510,2004-09-07
54843,286,632,2002-09-05
54843,632,520,2008-09-04
54843,520,452,2010-10-21
54846,245,549,2009-09-08
54852,541,81,2004-09-07
54853,554,241,2002-01-14
54853,241,595,2003-09-08
54853,595,204,2004-11-03
54853,204,537,2006-09-20
54857,179,537,2005-09-06
54858,7,180,2006-09-07
54858,180,21,2010-11-23
54861,191,237,2007-09-10
54861,237,309,2009-09-15
54861,309,580,2009-09-21
54861,580,236,2010-10-13
54861,236,554,2011-05-12
54864,0,539,2004-09-07
54864,539,45,2004-09-24
54871,217,185,2003-03-12
54871,185,217,2005-09-06
54871,217,179,2009-09-08
54871,179,83,2010-01-13
54873,575,83,2004-09-07
54873,83,203,2010-09-07
54874,413,300,2003-01-03
54874,300,686,2008-09-04
54875,177,214,2003-09-08
54875,214,300,2003-09-15
54875,300,214,2009-01-06
54875,214,521,2009-09-08
54878,357,437,2006-09-07
54878,437,188,2009-09-08
54879,69,503,2004-11-22
54879,503,300,2004-11-24
54879,300,803,2011-04-01
54883,300,630,2007-09-10
54887,628,22,2007-09-10
54889,184,358,2004-09-07
54889,358,21,2007-09-10
54890,353,391,2003-09-08
54892,353,391,2003-09-08
54893,224,102,2008-09-04
54895,625,157,2002-09-05
54895,157,628,2005-09-06
54895,628,365,2009-09-08
54895,365,22,2010-09-07
54896,294,609,2006-09-07
54896,609,302,2009-09-08
54900,628,451,2010-09-07
54900,451,802,2012-02-13
54901,413,69,2002-10-07
54901,69,21,2009-09-08
54904,67,287,2002-04-03
54904,287,272,2002-09-05
54904,272,47,2004-04-22
54905,587,188,2007-09-10
54905,188,63,2010-09-07
54909,155,221,2002-03-06
54909,221,431,2005-09-08
54910,21,25,2003-01-29
54913,628,281,2001-12-07
54913,281,203,2003-10-15
54913,203,468,2004-09-10
54913,468,431,2005-09-06
54915,20,431,2004-11-03
54918,172,205,2002-09-05
54922,161,381,2006-01-04
54922,381,97,2008-09-04
54923,669,205,2005-09-06
54924,147,663,2008-09-04
54924,663,116,2010-09-07
54927,386,229,2006-09-07
54927,229,102,2009-09-08
54931,247,300,2005-09-13
54938,671,47,2004-12-16
54938,47,221,2005-01-10
54944,0,355,2004-09-14
54944,355,335,2006-09-07
54946,67,534,2001-10-01
54946,534,116,2002-12-18
54946,116,221,2003-12-01
54949,0,335,2004-09-14
54949,335,148,2009-09-08
54949,148,598,2011-09-06
54954,209,391,2002-09-05
54954,391,81,2005-09-06
54959,609,619,2002-09-05
54959,619,221,2003-10-21
54959,221,225,2005-09-06
54962,441,60,2006-01-24
54962,60,537,2010-09-07
54967,147,637,2003-10-28
54967,637,147,2004-09-09
54967,147,60,2006-03-10
54967,60,431,2008-12-11
54967,431,47,2010-08-01
54967,47,453,2010-09-07
54967,453,47,2011-10-12
54967,47,844,2011-11-01
54976,413,630,2002-09-09
54976,630,131,2004-09-07
54976,131,244,2007-09-10
54977,435,560,2007-09-10
54978,183,302,2005-09-06
54979,7,204,2004-09-30
54979,204,147,2004-10-08
54979,147,435,2004-10-14
54979,435,663,2007-09-10
54979,663,116,2010-09-07
54981,668,188,2002-09-05
54981,188,244,2006-09-07
54987,238,333,2004-09-07
54988,437,232,2002-11-05
54988,232,257,2004-09-07
54988,257,408,2007-09-10
54991,339,465,2003-09-08
54991,465,334,2007-09-10
54999,409,554,2006-09-07
54999,554,409,2007-10-16
54999,409,637,2008-02-05
54999,637,7,2009-11-12
54999,7,180,2010-09-07
55001,409,257,2003-09-30
55001,257,358,2004-09-27
55001,358,302,2005-09-06
55001,302,205,2006-11-22
55001,205,162,2007-01-12
55001,162,679,2008-02-06
55001,679,162,2008-09-04
55001,162,679,2008-11-26
55001,679,205,2009-01-21
55011,235,465,2003-09-08
55012,386,70,2007-10-05
55012,70,228,2007-10-16
55020,405,496,2002-09-05
55020,496,205,2005-09-06
55032,182,496,2007-09-10
55032,496,81,2010-09-07
55036,580,210,2005-09-06
55036,210,575,2006-09-07
55036,575,7,2007-03-21
55036,7,505,2007-11-27
55036,505,490,2008-09-24
55036,490,25,2009-03-11
55036,25,509,2009-09-08
55036,509,25,2009-09-22
55037,154,217,2003-09-08
55037,217,441,2003-11-25
55037,441,210,2004-11-17
55037,210,456,2005-03-08
55037,456,154,2009-09-08
55037,154,335,2009-12-02
55037,335,154,2010-01-08
55037,154,61,2010-02-02
55037,61,398,2010-09-07
55038,0,456,2004-09-07
55038,456,539,2010-09-07
55042,0,456,2004-09-07
55047,640,78,2003-09-08
55047,78,81,2007-09-10
55049,157,628,2005-09-06
55049,628,281,2007-02-06
55049,281,551,2009-01-06
55049,551,802,2010-09-07
55049,802,666,2012-01-12
55050,433,405,2006-09-07
55051,547,148,2007-01-17
55051,148,230,2008-09-04
55051,230,503,2009-12-03
55052,190,232,2005-09-13
55052,232,257,2011-09-06
55057,399,257,2004-09-07
55059,505,303,2010-09-07
55064,339,465,2003-09-08
55065,42,465,2003-09-08
55065,465,97,2007-09-10
55065,97,262,2010-09-07
55067,355,257,2005-09-06
55069,316,465,2004-09-07
55072,553,599,2004-03-10
55072,599,580,2004-05-12
55072,580,236,2005-09-06
55072,236,505,2006-09-07
55072,505,537,2008-03-31
55072,537,510,2008-09-04
55072,510,802,2010-10-19
55077,398,221,2004-09-07
55077,221,225,2005-09-06
55077,225,635,2009-01-12
55080,537,660,2002-09-05
55080,660,173,2004-09-07
55082,210,353,2003-09-08
55082,353,391,2008-09-04
55082,391,21,2010-09-07
55084,157,652,2004-09-07
55084,652,243,2006-09-07
55084,243,20,2009-09-08
55085,669,45,2002-09-09
55085,45,539,2003-09-08
55085,539,525,2004-09-07
55085,525,520,2006-09-07
55085,520,21,2007-09-10
55089,353,391,2008-09-04
55089,391,21,2011-09-06
55093,152,353,2004-09-07
55093,353,152,2005-09-14
55093,152,353,2006-09-07
55093,353,391,2009-09-08
55096,658,520,2006-09-07
55096,520,624,2008-09-04
55097,669,245,2006-12-06
55097,245,243,2007-06-05
55097,243,372,2007-09-10
55097,372,669,2009-09-09
55099,468,257,2002-09-30
55099,257,303,2005-09-06
55099,303,218,2011-05-10
55107,597,516,2004-09-07
55107,516,302,2007-09-10
55112,188,303,2003-09-08
55115,2,287,2002-02-26
55115,287,2,2002-09-05
55115,2,25,2003-01-03
55115,25,411,2006-09-07
55117,202,123,2003-01-07
55119,203,541,2002-09-19
55119,541,123,2006-09-07
55120,497,123,2004-09-07
55122,219,366,2002-09-05
55122,366,398,2003-09-08
55122,398,219,2003-11-19
55122,219,67,2005-09-06
55124,468,63,2003-09-08
55124,63,67,2005-04-07
55125,669,620,2002-04-03
55125,620,534,2003-09-08
55125,534,67,2004-11-30
55126,431,666,2004-01-29
55131,628,666,2004-09-07
55134,628,124,2005-09-12
55134,124,666,2005-10-14
55141,505,398,2011-09-06
55145,93,516,2003-09-08
55145,516,333,2006-09-07
55146,575,72,2003-09-08
55146,72,333,2005-09-06
55146,333,63,2007-09-10
55150,513,228,2004-04-13
55150,228,619,2011-09-06
55154,37,42,2006-10-20
55154,42,37,2007-12-06
55161,300,563,2002-09-05
55161,563,448,2002-12-17
55161,448,620,2004-09-29
55161,620,574,2008-09-04
55161,574,97,2009-01-06
55162,663,21,2003-09-08
55168,21,509,2009-03-20
55169,21,793,2009-03-30
55181,668,357,2006-09-07
55181,357,620,2009-09-08
55185,497,228,2005-11-01
55185,228,619,2007-09-10
55185,619,123,2008-03-06
55192,283,275,2008-09-04
55193,199,434,2002-03-01
55193,434,490,2006-01-13
55193,490,262,2008-09-04
55199,332,302,2005-09-06
55199,302,365,2006-09-07
55200,277,510,2002-09-05
55200,510,666,2004-11-22
55200,666,365,2005-11-16
55201,668,230,2005-12-07
55201,230,668,2006-09-07
55201,668,357,2008-09-04
55202,42,437,2005-11-23
55202,437,490,2006-09-07
55202,490,837,2010-09-07
55205,563,490,2002-09-05
55210,214,116,2007-09-10
55210,116,509,2008-03-04
55210,509,389,2008-09-22
55210,389,509,2008-09-23
55214,214,560,2007-09-10
55214,560,219,2007-09-25
55214,219,67,2008-09-04
55214,67,793,2009-09-08
55214,793,479,2012-02-13
55216,629,496,2011-09-06
55226,286,574,2011-09-06
55230,236,387,2004-09-07
55230,387,81,2007-09-10
55231,491,219,2001-09-25
55232,0,219,2004-09-07
55234,219,21,2011-09-06
55234,21,81,2011-09-28
55238,398,175,2001-10-16
55239,565,197,2009-09-18
55241,372,387,2004-09-07
55241,387,277,2007-09-10
55249,520,663,2002-11-18
55249,663,116,2004-09-07
55251,663,116,2004-09-07
55252,139,47,2003-09-08
55252,47,139,2003-10-14
55253,669,116,2003-09-08
55255,441,139,2002-09-05
55255,139,341,2003-09-08
55255,341,542,2004-09-07
55255,542,537,2006-03-28
55255,537,139,2006-09-07
55258,522,663,2002-09-05
55258,663,116,2005-09-06
55263,628,666,2005-09-06
55263,666,527,2005-09-19
55263,527,674,2009-02-12
55264,155,47,2003-04-29
55264,47,139,2003-05-15
55265,663,116,2003-09-08
55271,399,335,2008-09-04
55272,103,188,2006-09-07
55272,188,302,2010-09-07
55273,513,100,2010-09-07
55274,235,186,2004-09-07
55274,186,549,2009-09-08
55276,518,399,2004-09-07
55277,203,372,2004-02-18
55277,372,170,2004-09-07
55277,170,624,2005-02-08
55278,186,342,2011-09-06
55279,186,372,2008-09-03
55280,357,188,2006-09-07
55280,188,620,2007-09-10
55280,620,21,2009-09-08
55281,580,539,2004-09-23
55281,539,245,2004-10-13
55281,245,186,2004-11-09
55281,186,549,2007-09-10
55281,549,245,2007-09-12
55281,245,549,2007-09-25
55281,549,63,2010-09-07
55282,628,275,2001-09-21
55282,275,431,2005-10-21
55282,431,97,2005-11-01
55282,97,624,2005-11-08
55283,131,663,2002-01-18
55283,663,468,2002-04-17
55283,468,624,2005-09-06
55286,205,534,2002-01-04
55286,534,624,2005-02-08
55287,299,399,2005-09-06
55287,399,376,2008-09-04
55290,366,57,2009-09-08
55290,57,196,2011-09-06
55293,146,436,2006-09-07
55293,436,539,2007-09-10
55293,539,309,2010-09-07
55298,324,521,2009-09-08
55306,188,256,2003-09-08
55309,628,666,2002-09-05
55309,666,527,2003-09-08
55312,73,575,2005-09-13
55312,575,44,2008-09-04
55312,44,157,2009-09-08
55312,157,628,2010-09-07
55313,525,666,2002-09-05
55313,666,63,2005-10-24
55316,510,666,2002-11-21
55316,666,63,2005-09-13
55318,299,44,2003-12-04
55318,44,277,2006-09-07
55322,315,43,2002-09-05
55322,43,343,2004-11-02
55322,343,67,2007-09-10
55322,67,803,2010-09-23
55322,803,67,2010-10-26
55325,549,408,2004-09-07
55325,408,63,2005-09-06
55327,372,63,2006-10-23
55327,63,682,2009-02-19
55331,405,609,2009-09-08
55333,281,666,2007-09-10
55337,599,78,2005-09-06
55351,663,256,2002-09-12
55358,103,602,2009-09-15
55368,613,103,2006-09-14
55368,103,335,2010-05-03
55368,335,597,2010-09-07
55368,597,501,2012-02-03
55370,597,372,2004-03-23
55376,641,287,2001-09-14
55376,287,534,2002-09-05
55380,46,376,2006-09-07
55380,376,188,2007-10-01
55380,188,12,2009-09-08
55383,61,549,2003-09-08
55383,549,64,2006-09-07
55385,596,341,2002-09-05
55385,341,64,2004-09-07
55388,0,271,2004-09-07
55388,271,376,2005-09-06
55388,376,580,2008-09-26
55390,531,553,2007-09-10
55390,553,563,2009-03-25
55392,204,376,2003-09-08
55392,376,20,2008-09-04
55392,20,272,2009-03-10
55392,272,389,2009-03-18
55392,389,803,2009-09-08
55392,803,807,2009-10-13
55394,563,219,2007-03-07
55394,219,194,2011-09-06
55395,219,173,2007-09-10
55399,253,619,2003-05-27
55400,57,669,2006-12-21
55401,72,619,2002-09-05
55402,339,357,2004-01-09
55402,357,669,2006-01-04
55402,669,357,2007-10-18
55402,357,147,2008-04-30
55402,147,663,2009-09-08
55402,663,669,2011-02-09
55407,174,619,2002-09-05
55408,300,37,2003-01-07
55408,37,429,2003-03-13
55408,429,248,2003-09-08
55408,248,255,2005-10-18
55408,255,520,2005-11-04
55408,520,391,2006-04-25
55408,391,281,2006-09-07
55408,281,669,2006-11-29
55408,669,559,2008-09-08
55408,559,826,2009-12-14
55411,88,237,2006-03-24
55411,237,540,2008-09-04
55411,540,342,2009-09-08
55412,228,619,2006-09-07
55428,658,148,2003-11-06
55428,148,272,2005-03-01
55428,272,155,2007-09-10
55428,155,20,2008-09-04
55428,20,431,2009-09-09
55428,431,116,2010-09-07
55430,88,272,2006-04-18
55430,272,275,2007-09-12
55430,275,542,2008-01-08
55431,532,237,2005-01-05
55431,237,532,2006-04-05
55431,532,272,2006-11-27
55431,272,275,2008-09-04
55436,0,357,2004-09-14
55436,357,652,2006-01-06
55436,652,157,2006-09-07
55436,157,152,2006-11-29
55436,152,235,2009-01-08
55436,235,3,2010-01-08
55436,3,628,2010-09-07
55437,152,574,2007-09-10
55438,372,152,2005-09-06
55439,597,230,2002-05-31
55439,230,45,2002-12-06
55439,45,597,2003-05-06
55439,597,281,2003-09-25
55439,281,587,2004-10-27
55439,587,103,2005-02-24
55439,103,245,2006-01-25
55439,245,575,2006-09-07
55439,575,520,2007-02-20
55439,520,152,2007-05-11
55439,152,97,2007-09-10
55439,97,624,2008-02-01
55439,624,666,2008-02-20
55443,491,179,2002-09-05
55443,179,425,2004-09-07
55443,425,292,2005-09-06
55445,327,33,2006-09-07
55446,425,292,2004-09-07
55448,33,334,2010-09-07
55450,594,152,2002-09-05
55450,152,425,2008-09-04
55450,425,205,2008-11-12
55451,241,275,2002-09-05
55451,275,292,2004-09-07
55451,292,683,2007-09-21
55458,199,243,2002-09-05
55458,243,20,2006-09-07
55458,20,624,2006-10-06
55458,624,272,2007-03-21
55461,34,620,2004-09-07
55461,620,452,2006-09-07
55461,452,272,2007-05-16
55461,272,97,2007-09-10
55461,97,272,2007-10-18
55461,272,801,2009-10-16
55461,801,805,2009-11-17
55461,805,806,2010-10-14
55464,283,287,2005-06-03
55464,287,272,2005-12-20
55464,272,275,2008-09-04
55464,275,272,2009-03-31
55464,272,802,2009-09-08
55465,176,214,2002-01-04
55465,214,179,2002-09-05
55465,179,465,2004-02-05
55465,465,534,2004-09-07
55465,534,162,2005-02-16
55465,162,534,2005-04-29
55465,534,452,2005-09-06
55465,452,272,2005-10-24
55465,272,47,2009-02-11
55466,671,509,2004-02-10
55466,509,272,2004-12-07
55467,542,155,2004-09-07
55467,155,272,2004-12-07
55467,272,25,2004-12-10
55467,25,272,2007-06-18
55467,272,411,2007-09-10
55469,616,666,2005-09-19
55470,221,666,2002-09-05
55471,203,235,2003-09-08
55471,235,500,2004-04-20
55471,500,408,2004-09-07
55471,408,123,2006-05-03
55473,510,666,2001-11-28
55474,545,123,2003-09-08
55477,204,441,2001-10-30
55477,441,139,2006-09-07
55477,139,67,2007-01-17
55477,67,408,2007-11-28
55490,286,658,2003-12-04
55490,658,3,2006-03-01
55490,3,500,2006-09-07
55490,500,408,2008-09-04
55490,408,21,2009-03-10
55490,21,275,2010-02-24
55490,275,803,2010-06-15
55490,803,25,2010-12-07
55490,25,275,2012-01-25
55496,525,500,2002-01-17
55496,500,408,2003-09-08
55497,630,532,2002-02-05
55497,532,629,2003-09-08
55497,629,496,2005-09-06
55497,496,663,2006-04-27
55497,663,116,2008-09-04
55497,116,624,2009-09-08
55503,399,94,2006-09-07
55503,94,100,2008-09-04
55503,100,256,2010-09-07
55506,45,203,2005-09-06
55506,203,666,2009-09-08
55506,666,777,2010-09-07
55510,372,207,2006-09-19
55512,597,207,2004-12-14
55515,152,366,2002-03-21
55515,366,42,2002-09-05
55515,42,235,2002-10-15
55515,235,366,2002-12-11
55515,366,189,2005-09-06
55515,189,334,2009-09-08
55518,404,296,2005-09-13
55518,296,59,2006-09-07
55518,59,300,2007-09-10
55522,448,286,2004-09-07
55522,286,3,2005-09-06
55522,3,244,2011-09-06
55527,651,149,2006-10-19
55527,149,46,2008-09-11
55527,46,149,2010-09-07
55529,3,452,2007-09-10
55530,540,149,2006-02-06
55530,149,139,2007-09-10
55531,286,3,2005-09-06
55531,3,2,2009-09-08
55533,358,367,2006-09-07
55535,286,3,2003-09-08
55535,3,655,2007-09-10
55536,41,175,2001-12-06
55536,175,41,2002-09-05
55536,41,165,2003-09-08
55536,165,376,2003-09-22
55536,376,20,2006-09-07
55539,60,409,2002-09-05
55539,409,574,2008-09-04
55539,574,367,2011-02-01
55540,362,409,2006-09-07
55540,409,599,2007-09-10
55544,82,186,2007-09-10
55544,186,587,2011-09-08
55548,556,649,2002-09-05
55548,649,272,2002-11-01
55548,272,48,2004-02-03
55548,48,123,2005-09-06
55548,123,12,2006-09-07
55548,12,47,2007-03-27
55548,47,12,2007-04-18
55551,43,48,2008-05-29
55551,48,387,2010-09-07
55551,387,277,2011-09-06
55553,48,585,2001-09-24
55553,585,48,2002-09-23
55553,48,12,2004-09-07
55553,12,123,2007-09-10
55558,437,490,2002-09-05
55558,490,12,2006-09-07
55558,12,116,2008-09-17
55559,223,585,2007-09-10
55560,534,452,2005-09-06
55561,227,202,2004-09-07
55561,202,542,2006-11-20
55561,542,683,2007-09-10
55563,408,666,2004-09-07
55564,465,534,2002-09-05
55564,534,67,2005-09-19
55565,228,12,2003-09-08
55565,12,123,2007-03-02
55565,123,682,2007-09-20
55566,465,67,2005-09-06
55567,248,67,2002-09-05
55569,254,548,2006-09-07
55570,233,387,2002-09-05
55570,387,255,2003-02-06
55570,255,666,2006-09-07
55574,299,372,2001-11-15
55574,372,343,2006-09-07
55574,343,245,2006-11-06
55574,245,343,2007-11-27
55574,343,465,2008-09-04
55574,465,281,2009-09-08
55574,281,637,2009-12-02
55574,637,509,2010-03-09
55574,509,25,2010-10-28
55581,573,66,2007-09-10
55581,66,619,2008-09-23
55581,619,635,2010-01-19
55585,70,228,2008-09-04
55585,228,386,2009-09-08
55588,286,518,2001-11-14
55588,518,654,2002-03-05
55588,654,563,2002-09-05
55588,563,437,2003-09-08
55588,437,214,2005-10-07
55588,214,300,2005-10-19
55588,300,663,2006-09-20
55588,663,225,2009-09-08
55588,225,262,2010-09-07
55592,408,116,2006-10-16
55592,116,408,2007-02-08
55596,147,550,2003-09-18
55596,550,663,2005-09-06
55596,663,452,2008-09-04
55596,452,116,2008-09-10
55598,221,208,2005-09-06
55603,294,599,2006-11-08
55603,599,585,2007-09-17
55604,599,100,2008-09-04
55608,570,446,2002-09-05
55608,446,67,2011-01-18
55608,67,225,2011-11-03
55608,225,837,2011-11-09
55611,211,253,2004-03-15
55613,446,97,2008-09-04
55613,97,836,2011-03-10
55613,836,572,2011-09-06
55614,123,253,2003-09-22
55616,250,446,2006-01-18
55616,446,272,2007-09-24
55616,272,446,2009-09-08
55616,446,509,2009-10-07
55617,230,446,2004-09-07
55617,446,666,2008-09-04
55617,666,22,2009-09-08
55619,446,668,2005-02-28
55619,668,446,2005-09-06
55619,446,97,2010-09-07
55621,446,681,2007-11-26
55635,637,391,2003-09-08
55635,391,81,2005-09-06
55639,245,191,2002-09-05
55640,65,81,2005-09-06
55643,59,358,2002-09-05
55643,358,520,2002-12-03
55643,520,180,2003-09-26
55643,180,47,2008-10-03
55644,355,554,2002-09-05
55644,554,537,2005-09-06
55644,537,97,2007-10-30
55647,7,180,2006-09-07
55647,180,230,2007-09-10
55647,230,162,2010-09-07
55651,570,343,2002-09-05
55651,343,248,2002-10-30
55651,248,305,2003-01-06
55651,305,381,2003-12-10
55651,381,542,2006-09-07
55651,542,116,2006-12-21
55651,116,542,2007-01-11
55652,393,155,2003-09-08
55652,155,542,2004-09-07
55654,255,620,2002-02-01
55654,620,534,2002-10-01
55654,534,155,2003-09-08
55654,155,452,2005-09-09
55656,534,382,2004-10-14
55656,382,452,2006-09-14
55659,448,520,2003-09-08
55659,520,152,2003-09-22
55659,152,3,2003-09-26
55659,3,452,2006-09-07
55660,271,468,2002-09-05
55660,468,500,2002-10-08
55660,500,520,2004-02-12
55660,520,534,2004-09-09
55660,534,452,2005-09-06
55663,468,542,2004-10-14
