olon	olat	dlon	dlat	year	students	oattainment	dattainment	studentsup	studentsdown	studentsame
-75.0154	40.117413	-75.0154	40.117413	2009	68	29	16	26	42	0
-75.0154	40.117413	-75.0154	40.117413	2010	6	25	44	3	3	0
-75.0154	40.117413	-75.1447	40.035778	2009	22	123	112	4	18	0
-75.0154	40.117413	-75.1447	40.035778	2010	1	-151	0	0	1	0
-75.0154	40.117413	-75.1447	40.035778	2011	1	130	44	1	0	0
-75.0154	40.117413	-75.1839	40.011562	2011	1	-50	-135	0	1	0
-75.0154	40.117413	-74.97719	40.09146	2007	2	69	43	0	2	0
-75.0154	40.117413	-74.97719	40.09146	2009	5	50	66	3	2	0
-75.0154	40.117413	-74.97719	40.09146	2010	5	-28	-16	4	1	0
-75.0154	40.117413	-74.97719	40.09146	2011	5	3	-16	5	0	0
-75.0154	40.117413	-75.00155	40.064257	2008	1	-195	-140	0	1	0
-75.0154	40.117413	-75.00155	40.064257	2009	6	-50	-68	3	3	0
-75.0154	40.117413	-75.00155	40.064257	2011	1	130	89	1	0	0
-75.0154	40.117413	-75.02644	40.041111	2009	2	-2	0	2	0	0
-75.0154	40.117413	-75.02644	40.041111	2011	3	-129	-136	3	0	0
-75.0154	40.117413	-75.04118	40.09261	2006	143	57	23	102	41	0
-75.0154	40.117413	-75.04118	40.09261	2007	176	12	38	68	108	0
-75.0154	40.117413	-75.04118	40.09261	2009	281	58	71	133	148	0
-75.0154	40.117413	-75.04118	40.09261	2010	153	66	50	107	46	0
-75.0154	40.117413	-75.04118	40.09261	2011	175	57	61	117	58	0
-75.0154	40.117413	-75.04837	40.059611	2006	1	-40	-56	1	0	0
-75.0154	40.117413	-75.04837	40.059611	2007	1	-65	-140	0	1	0
-75.0154	40.117413	-75.04837	40.059611	2009	1	92	-1	0	1	0
-75.0154	40.117413	-75.04837	40.059611	2010	4	-14	-59	1	3	0
-75.0154	40.117413	-75.04837	40.059611	2011	2	69	71	0	2	0
-75.0154	40.117413	-75.04966	40.023611	2006	1	21	58	1	0	0
-75.0154	40.117413	-75.06658	40.037711	2006	1	58	58	0	1	0
-75.0154	40.117413	-75.06658	40.037711	2007	1	69	-45	0	1	0
-75.0154	40.117413	-75.06658	40.037711	2009	1	-1	-136	1	0	0
-75.0154	40.117413	-75.06658	40.037711	2010	2	-113	-93	1	1	0
-75.0154	40.117413	-75.06658	40.037711	2011	1	2	0	0	1	0
-75.0154	40.117413	-75.08018	40.057661	2006	1	67	58	0	1	0
-75.0154	40.117413	-75.08018	40.057661	2007	1	-72	58	1	0	0
-75.0154	40.117413	-75.08018	40.057661	2009	7	39	65	4	3	0
-75.0154	40.117413	-75.08018	40.057661	2010	3	-58	-29	1	1	1
-75.0154	40.117413	-75.08018	40.057661	2011	7	34	21	4	3	0
-75.0154	40.117413	-75.08769	40.017362	2007	1	75	-47	0	1	0
-75.0154	40.117413	-75.08769	40.017362	2009	2	-19	1	1	1	0
-75.0154	40.117413	-75.08769	40.017362	2011	7	-25	-89	2	5	0
-75.0154	40.117413	-75.11116	39.991712	2006	1	-162	-168	1	0	0
-75.0154	40.117413	-75.11116	39.991712	2007	2	12	-41	0	2	0
-75.0154	40.117413	-75.12118	40.033944	2006	1	23	-56	0	1	0
-75.0154	40.117413	-75.12118	40.033944	2007	1	75	96	1	0	0
-75.0154	40.117413	-75.12118	40.033944	2009	2	-75	-67	1	1	0
-75.0154	40.117413	-75.12118	40.033944	2010	2	-47	46	2	0	0
-75.0154	40.117413	-75.12565	39.978162	2007	1	-61	-50	0	1	0
-75.0154	40.117413	-75.13793	40.055411	2009	1	47	-91	0	1	0
-75.0154	40.117413	-75.14503	40.012212	2009	1	88	140	0	1	0
-75.0154	40.117413	-75.14503	40.012212	2011	1	43	-44	0	1	0
-75.0154	40.117413	-75.14503	40.012212	2012	2	0	-22	2	0	0
-75.0154	40.117413	-75.15654	40.055861	2007	1	75	47	0	1	0
-75.0154	40.117413	-75.15654	40.055861	2011	1	-130	-89	1	0	0
-75.0154	40.117413	-75.15803	39.919812	2009	1	-146	-135	0	1	0
-75.0154	40.117413	-75.16977	39.995412	2009	2	-113	-70	1	1	0
-75.0154	40.117413	-75.17203	40.034111	2011	2	-43	-111	1	1	0
-75.0154	40.117413	-75.17222	39.968262	2007	1	75	92	1	0	0
-75.0154	40.117413	-75.17222	39.968262	2009	4	149	124	1	3	0
-75.0154	40.117413	-75.17222	39.968262	2010	3	138	120	1	2	0
-75.0154	40.117413	-75.17222	39.968262	2011	2	8	47	2	0	0
-75.0154	40.117413	-75.18259	39.922262	2009	1	-3	45	1	0	0
-75.0154	40.117413	-75.18858	40.053511	2011	1	46	94	1	0	0
-75.0154	40.117413	-75.19957	39.961612	2010	1	92	88	0	1	0
-75.0154	40.117413	-75.19957	39.961612	2012	1	43	0	0	1	0
-75.0154	40.117413	-75.22104	40.038944	2009	1	18	45	1	0	0
-75.0154	40.117413	-75.22486	39.981112	2010	1	-96	-45	0	1	0
-75.0154	40.117413	-75.22486	39.981112	2011	1	-130	-133	1	0	0
-75.0154	40.117413	-75.22718	39.944162	2009	1	-88	47	1	0	0
-75.0154	40.117413	-75.23003	39.961812	2011	1	-130	-89	1	0	0
-75.0154	40.117413	-75.23221	39.898985	2009	1	43	-1	0	1	0
-75.0154	40.117413	-75.23453	39.922612	2011	1	50	91	1	0	0
-75.1447	40.035778	-75.0154	40.117413	2007	1	75	47	0	1	0
-75.1447	40.035778	-75.0154	40.117413	2009	5	-111	-108	1	4	0
-75.1447	40.035778	-75.0154	40.117413	2011	4	52	44	3	1	0
-75.1447	40.035778	-75.1447	40.035778	2006	34	-37	4	24	10	0
-75.1447	40.035778	-75.1447	40.035778	2007	16	-8	-28	4	12	0
-75.1447	40.035778	-75.1447	40.035778	2008	7	45	4	3	4	0
-75.1447	40.035778	-75.1447	40.035778	2009	46	9	25	22	24	0
-75.1447	40.035778	-75.1447	40.035778	2010	29	42	29	11	18	0
-75.1447	40.035778	-75.1447	40.035778	2011	17	5	0	7	10	0
-75.1447	40.035778	-75.1447	40.035778	2012	3	-17	0	1	2	0
-75.1447	40.035778	-75.1745	39.981062	2006	5	-61	-56	2	3	0
-75.1447	40.035778	-75.1745	39.981062	2007	8	-13	-85	0	8	0
-75.1447	40.035778	-75.1745	39.981062	2008	8	-43	-109	0	8	0
-75.1447	40.035778	-75.1745	39.981062	2009	14	-14	22	7	7	0
-75.1447	40.035778	-75.1745	39.981062	2010	7	19	1	1	6	0
-75.1447	40.035778	-75.1745	39.981062	2011	10	-20	-37	3	7	0
-75.1447	40.035778	-75.1745	39.981062	2012	5	-55	-47	2	3	0
-75.1447	40.035778	-75.1839	40.011562	2008	4	0	-22	1	3	0
-75.1447	40.035778	-75.1839	40.011562	2009	7	-66	-45	1	6	0
-75.1447	40.035778	-75.1839	40.011562	2010	8	-49	-107	3	5	0
-75.1447	40.035778	-75.1839	40.011562	2011	10	-36	-14	2	8	0
-75.1447	40.035778	-74.97719	40.09146	2006	5	-15	12	3	2	0
-75.1447	40.035778	-74.97719	40.09146	2007	5	-105	-124	1	4	0
-75.1447	40.035778	-74.97719	40.09146	2008	3	49	-14	1	2	0
-75.1447	40.035778	-74.97719	40.09146	2009	3	-64	-45	2	1	0
-75.1447	40.035778	-74.97719	40.09146	2010	6	-41	-60	3	3	0
-75.1447	40.035778	-74.97719	40.09146	2011	4	44	0	2	2	0
-75.1447	40.035778	-75.00155	40.064257	2009	2	-56	0	2	0	0
-75.1447	40.035778	-75.00155	40.064257	2010	4	42	45	0	4	0
-75.1447	40.035778	-75.02644	40.041111	2008	3	-6	-73	1	2	0
-75.1447	40.035778	-75.02644	40.041111	2009	4	-25	-33	1	3	0
-75.1447	40.035778	-75.02644	40.041111	2010	3	-66	-59	2	1	0
-75.1447	40.035778	-75.02644	40.041111	2011	2	41	45	2	0	0
-75.1447	40.035778	-75.04118	40.09261	2006	1	-94	58	1	0	0
-75.1447	40.035778	-75.04118	40.09261	2009	4	-35	-13	2	2	0
-75.1447	40.035778	-75.04837	40.059611	2006	4	-56	1	3	1	0
-75.1447	40.035778	-75.04837	40.059611	2007	1	-61	2	1	0	0
-75.1447	40.035778	-75.04837	40.059611	2009	2	22	67	2	0	0
-75.1447	40.035778	-75.04837	40.059611	2010	1	-3	-46	1	0	0
-75.1447	40.035778	-75.04837	40.059611	2011	2	0	-23	1	1	0
-75.1447	40.035778	-75.04966	40.023611	2009	1	-88	-140	0	1	0
-75.1447	40.035778	-75.04966	40.023611	2010	1	-92	-43	0	1	0
-75.1447	40.035778	-75.04966	40.023611	2011	1	-100	-47	0	1	0
-75.1447	40.035778	-75.06658	40.037711	2006	5	-100	-34	4	1	0
-75.1447	40.035778	-75.06658	40.037711	2007	3	114	79	3	0	0
-75.1447	40.035778	-75.06658	40.037711	2008	4	0	-104	1	3	0
-75.1447	40.035778	-75.06658	40.037711	2009	7	-22	25	4	3	0
-75.1447	40.035778	-75.06658	40.037711	2010	3	17	30	1	2	0
-75.1447	40.035778	-75.06658	40.037711	2011	2	-4	24	1	1	0
-75.1447	40.035778	-75.06658	40.037711	2012	1	103	92	1	0	0
-75.1447	40.035778	-75.08018	40.057661	2003	1	-46	-43	0	1	0
-75.1447	40.035778	-75.08018	40.057661	2006	5	-83	-32	4	1	0
-75.1447	40.035778	-75.08018	40.057661	2007	10	-11	-23	4	6	0
-75.1447	40.035778	-75.08018	40.057661	2008	3	-17	-91	0	3	0
-75.1447	40.035778	-75.08018	40.057661	2009	14	-26	-29	6	8	0
-75.1447	40.035778	-75.08018	40.057661	2010	11	41	21	6	5	0
-75.1447	40.035778	-75.08018	40.057661	2011	16	-42	-48	6	10	0
-75.1447	40.035778	-75.08018	40.057661	2012	2	-1	45	2	0	0
-75.1447	40.035778	-75.08769	40.017362	2006	9	-54	-5	8	1	0
-75.1447	40.035778	-75.08769	40.017362	2007	12	-8	-66	1	11	0
-75.1447	40.035778	-75.08769	40.017362	2008	7	-77	-115	2	5	0
-75.1447	40.035778	-75.08769	40.017362	2009	45	-43	-55	15	30	0
-75.1447	40.035778	-75.08769	40.017362	2010	17	0	-43	4	13	0
-75.1447	40.035778	-75.08769	40.017362	2011	8	61	33	3	5	0
-75.1447	40.035778	-75.08769	40.017362	2012	3	-31	-64	3	0	0
-75.1447	40.035778	-75.11116	39.991712	2006	4	3	-55	3	1	0
-75.1447	40.035778	-75.11116	39.991712	2007	9	24	5	2	7	0
-75.1447	40.035778	-75.11116	39.991712	2008	8	-4	-3	3	5	0
-75.1447	40.035778	-75.11116	39.991712	2009	20	-49	-25	9	11	0
-75.1447	40.035778	-75.11116	39.991712	2010	33	19	14	8	25	0
-75.1447	40.035778	-75.11116	39.991712	2011	17	3	-6	9	8	0
-75.1447	40.035778	-75.12118	40.033944	2006	17	-34	-2	15	2	0
-75.1447	40.035778	-75.12118	40.033944	2007	39	-12	-35	12	27	0
-75.1447	40.035778	-75.12118	40.033944	2008	76	-55	-62	43	32	1
-75.1447	40.035778	-75.12118	40.033944	2009	140	-56	-49	60	80	0
-75.1447	40.035778	-75.12118	40.033944	2010	77	-45	-60	32	45	0
-75.1447	40.035778	-75.12118	40.033944	2011	30	-51	-60	17	13	0
-75.1447	40.035778	-75.12118	40.033944	2012	4	-118	-125	1	3	0
-75.1447	40.035778	-75.12565	39.978162	2006	1	-158	-168	1	0	0
-75.1447	40.035778	-75.12565	39.978162	2009	1	-130	-135	1	0	0
-75.1447	40.035778	-75.12565	39.978162	2010	1	-45	0	0	1	0
-75.1447	40.035778	-75.12565	39.978162	2011	3	-31	-72	1	2	0
-75.1447	40.035778	-75.12565	39.978162	2012	1	-139	-88	1	0	0
-75.1447	40.035778	-75.13793	40.055411	2006	80	-3	-22	55	25	0
-75.1447	40.035778	-75.13793	40.055411	2007	90	14	31	33	57	0
-75.1447	40.035778	-75.13793	40.055411	2008	2	4	43	1	1	0
-75.1447	40.035778	-75.13793	40.055411	2009	159	-40	7	98	61	0
-75.1447	40.035778	-75.13793	40.055411	2010	94	-16	-9	66	28	0
-75.1447	40.035778	-75.13793	40.055411	2011	68	-37	-36	51	17	0
-75.1447	40.035778	-75.13793	40.055411	2012	3	-15	-17	2	1	0
-75.1447	40.035778	-75.14054	39.992862	2006	1	-127	-168	1	0	0
-75.1447	40.035778	-75.14054	39.992862	2007	4	-129	-140	1	3	0
-75.1447	40.035778	-75.14054	39.992862	2008	3	-22	-132	0	3	0
-75.1447	40.035778	-75.14054	39.992862	2009	3	-108	-122	2	1	0
-75.1447	40.035778	-75.14054	39.992862	2010	3	-45	-1	2	1	0
-75.1447	40.035778	-75.14054	39.992862	2011	4	-69	-65	3	1	0
-75.1447	40.035778	-75.14336	39.977662	2008	2	-22	-43	2	0	0
-75.1447	40.035778	-75.14336	39.977662	2009	5	-69	-19	3	2	0
-75.1447	40.035778	-75.14336	39.977662	2010	5	-53	-19	3	2	0
-75.1447	40.035778	-75.14336	39.977662	2011	1	-100	-92	0	1	0
-75.1447	40.035778	-75.14503	40.012212	2006	5	-55	-32	3	2	0
-75.1447	40.035778	-75.14503	40.012212	2007	17	-26	-35	7	10	0
-75.1447	40.035778	-75.14503	40.012212	2008	16	-26	-61	4	12	0
-75.1447	40.035778	-75.14503	40.012212	2009	35	-40	-36	23	12	0
-75.1447	40.035778	-75.14503	40.012212	2010	24	-77	-56	13	11	0
-75.1447	40.035778	-75.14503	40.012212	2011	24	-81	-52	14	10	0
-75.1447	40.035778	-75.14503	40.012212	2012	6	-31	-61	4	2	0
-75.1447	40.035778	-75.14589	39.951062	2008	1	-43	-130	0	1	0
-75.1447	40.035778	-75.14589	39.951062	2009	6	15	22	3	3	0
-75.1447	40.035778	-75.14589	39.951062	2011	2	-2	-1	1	1	0
-75.1447	40.035778	-75.14764	39.964012	2008	5	39	8	3	2	0
-75.1447	40.035778	-75.14764	39.964012	2009	6	-16	30	3	3	0
-75.1447	40.035778	-75.14764	39.964012	2010	8	-9	32	4	4	0
-75.1447	40.035778	-75.14764	39.964012	2011	3	-78	-34	2	1	0
-75.1447	40.035778	-75.14764	39.964012	2012	1	-2	45	1	0	0
-75.1447	40.035778	-75.15409	39.936562	2009	2	43	66	1	1	0
-75.1447	40.035778	-75.15409	39.936562	2010	1	88	132	0	1	0
-75.1447	40.035778	-75.15409	39.936562	2011	5	95	96	3	2	0
-75.1447	40.035778	-75.15654	40.055861	2006	15	30	20	10	5	0
-75.1447	40.035778	-75.15654	40.055861	2007	22	30	19	5	17	0
-75.1447	40.035778	-75.15654	40.055861	2008	3	-13	-92	1	2	0
-75.1447	40.035778	-75.15654	40.055861	2009	64	-4	-17	22	42	0
-75.1447	40.035778	-75.15654	40.055861	2010	24	-1	-21	15	9	0
-75.1447	40.035778	-75.15654	40.055861	2011	23	21	3	10	13	0
-75.1447	40.035778	-75.15803	39.919812	2009	5	-43	17	3	2	0
-75.1447	40.035778	-75.15803	39.919812	2010	10	-17	-9	6	4	0
-75.1447	40.035778	-75.15803	39.919812	2011	3	60	30	1	2	0
-75.1447	40.035778	-75.15853	39.952112	2003	1	15	29	1	0	0
-75.1447	40.035778	-75.16977	39.995412	2007	6	-41	-91	0	6	0
-75.1447	40.035778	-75.16977	39.995412	2008	8	28	11	4	4	0
-75.1447	40.035778	-75.16977	39.995412	2009	34	-44	-20	17	17	0
-75.1447	40.035778	-75.16977	39.995412	2010	23	-35	-61	6	17	0
-75.1447	40.035778	-75.16977	39.995412	2011	6	15	-31	3	3	0
-75.1447	40.035778	-75.16977	39.995412	2012	1	-94	-47	0	1	0
-75.1447	40.035778	-75.17106	40.07226	2006	5	-72	-32	2	3	0
-75.1447	40.035778	-75.17106	40.07226	2007	4	7	12	1	3	0
-75.1447	40.035778	-75.17106	40.07226	2008	1	43	43	1	0	0
-75.1447	40.035778	-75.17106	40.07226	2009	11	-62	12	6	5	0
-75.1447	40.035778	-75.17106	40.07226	2010	13	-41	-49	2	11	0
-75.1447	40.035778	-75.17106	40.07226	2011	10	-63	-55	2	8	0
-75.1447	40.035778	-75.17106	40.07226	2012	1	-94	42	1	0	0
-75.1447	40.035778	-75.17203	40.034111	2006	39	-76	-62	26	13	0
-75.1447	40.035778	-75.17203	40.034111	2007	72	-1	-65	8	64	0
-75.1447	40.035778	-75.17203	40.034111	2008	6	-44	-7	1	5	0
-75.1447	40.035778	-75.17203	40.034111	2009	127	-24	-15	55	72	0
-75.1447	40.035778	-75.17203	40.034111	2010	80	-18	-23	13	67	0
-75.1447	40.035778	-75.17203	40.034111	2011	66	-47	-29	22	44	0
-75.1447	40.035778	-75.17203	40.034111	2012	1	-48	-46	0	1	0
-75.1447	40.035778	-75.17222	39.968262	2008	1	-87	-43	0	1	0
-75.1447	40.035778	-75.17222	39.968262	2009	12	7	50	10	2	0
-75.1447	40.035778	-75.17222	39.968262	2010	7	12	20	3	4	0
-75.1447	40.035778	-75.17222	39.968262	2011	2	23	-22	0	2	0
-75.1447	40.035778	-75.17406	39.952162	2009	3	47	45	3	0	0
-75.1447	40.035778	-75.17406	39.952162	2011	1	130	89	1	0	0
-75.1447	40.035778	-75.18067	39.938512	2006	2	-96	-1	2	0	0
-75.1447	40.035778	-75.18067	39.938512	2008	1	-184	-135	0	1	0
-75.1447	40.035778	-75.18067	39.938512	2009	2	-36	-68	0	2	0
-75.1447	40.035778	-75.18067	39.938512	2010	1	-2	-46	1	0	0
-75.1447	40.035778	-75.18067	39.938512	2012	1	-139	-134	0	1	0
-75.1447	40.035778	-75.18259	39.922262	2006	1	-4	58	1	0	0
-75.1447	40.035778	-75.18259	39.922262	2009	3	-13	-63	1	2	0
-75.1447	40.035778	-75.18259	39.922262	2010	1	151	139	0	1	0
-75.1447	40.035778	-75.18858	40.053511	2006	3	-64	19	3	0	0
-75.1447	40.035778	-75.18858	40.053511	2007	6	5	-41	1	5	0
-75.1447	40.035778	-75.18858	40.053511	2008	1	-65	-96	1	0	0
-75.1447	40.035778	-75.18858	40.053511	2009	18	-23	-18	7	11	0
-75.1447	40.035778	-75.18858	40.053511	2010	6	2	-8	1	5	0
-75.1447	40.035778	-75.18858	40.053511	2011	3	-22	13	1	2	0
-75.1447	40.035778	-75.18858	40.053511	2012	1	-152	-46	1	0	0
-75.1447	40.035778	-75.19957	39.961612	2007	1	-168	-168	0	1	0
-75.1447	40.035778	-75.19957	39.961612	2008	3	-45	-75	1	2	0
-75.1447	40.035778	-75.19957	39.961612	2009	6	-35	-45	2	4	0
-75.1447	40.035778	-75.19957	39.961612	2010	5	28	-19	0	5	0
-75.1447	40.035778	-75.19957	39.961612	2011	3	-61	-14	1	2	0
-75.1447	40.035778	-75.19957	39.961612	2012	1	-1	-3	1	0	0
-75.1447	40.035778	-75.20772	40.07236	2007	1	63	92	1	0	0
-75.1447	40.035778	-75.20772	40.07236	2009	1	-135	-137	1	0	0
-75.1447	40.035778	-75.20772	40.07236	2010	2	-25	-1	2	0	0
-75.1447	40.035778	-75.20772	40.07236	2011	2	71	23	0	2	0
-75.1447	40.035778	-75.22104	40.038944	2006	10	13	58	8	2	0
-75.1447	40.035778	-75.22104	40.038944	2007	12	34	15	3	9	0
-75.1447	40.035778	-75.22104	40.038944	2008	3	-43	-43	1	2	0
-75.1447	40.035778	-75.22104	40.038944	2009	53	11	24	21	32	0
-75.1447	40.035778	-75.22104	40.038944	2010	19	49	41	7	12	0
-75.1447	40.035778	-75.22104	40.038944	2011	24	5	12	11	13	0
-75.1447	40.035778	-75.22311	40.026626	2007	2	-67	-140	0	2	0
-75.1447	40.035778	-75.22486	39.981112	2006	1	-64	58	1	0	0
-75.1447	40.035778	-75.22486	39.981112	2009	8	-95	-78	3	5	0
-75.1447	40.035778	-75.22486	39.981112	2010	8	-43	-56	3	5	0
-75.1447	40.035778	-75.22486	39.981112	2011	7	-32	-40	4	3	0
-75.1447	40.035778	-75.22486	39.981112	2012	2	47	-25	1	1	0
-75.1447	40.035778	-75.22718	39.944162	2006	1	-65	-56	0	1	0
-75.1447	40.035778	-75.22718	39.944162	2007	5	-29	-132	1	4	0
-75.1447	40.035778	-75.22718	39.944162	2008	3	22	-58	0	3	0
-75.1447	40.035778	-75.22718	39.944162	2009	3	28	-31	2	1	0
-75.1447	40.035778	-75.22718	39.944162	2010	3	-62	-30	1	2	0
-75.1447	40.035778	-75.22718	39.944162	2011	4	-79	-78	1	3	0
-75.1447	40.035778	-75.22718	39.944162	2012	1	-137	-143	1	0	0
-75.1447	40.035778	-75.23003	39.961812	2006	2	-75	-169	0	2	0
-75.1447	40.035778	-75.23003	39.961812	2007	4	-33	-58	1	3	0
-75.1447	40.035778	-75.23003	39.961812	2008	1	69	45	0	1	0
-75.1447	40.035778	-75.23003	39.961812	2009	9	-9	-16	5	4	0
-75.1447	40.035778	-75.23003	39.961812	2010	6	-46	-32	4	2	0
-75.1447	40.035778	-75.23003	39.961812	2011	12	-26	-27	5	7	0
-75.1447	40.035778	-75.23221	39.898985	2008	1	-87	-130	0	1	0
-75.1447	40.035778	-75.23221	39.898985	2009	3	-31	-31	2	1	0
-75.1447	40.035778	-75.23221	39.898985	2010	2	22	-70	1	1	0
-75.1447	40.035778	-75.23221	39.898985	2011	3	41	28	0	3	0
-75.1447	40.035778	-75.23453	39.922612	2006	1	-32	-168	0	1	0
-75.1447	40.035778	-75.23453	39.922612	2009	2	21	23	2	0	0
-75.1447	40.035778	-75.23453	39.922612	2010	1	-42	-39	0	1	0
-75.1447	40.035778	-75.23453	39.922612	2011	2	-2	-88	0	2	0
-75.1447	40.035778	-75.25256	39.975929	2006	1	-83	58	1	0	0
-75.1447	40.035778	-75.25256	39.975929	2007	2	-24	17	2	0	0
-75.1447	40.035778	-75.25256	39.975929	2009	3	82	89	1	2	0
-75.1447	40.035778	-75.25256	39.975929	2010	1	47	45	0	1	0
-75.1745	39.981062	-75.0154	40.117413	2008	1	87	43	0	1	0
-75.1745	39.981062	-75.0154	40.117413	2010	3	-72	15	2	1	0
-75.1745	39.981062	-75.0154	40.117413	2011	1	85	44	0	1	0
-75.1745	39.981062	-75.1447	40.035778	2006	2	-186	-59	2	0	0
-75.1745	39.981062	-75.1447	40.035778	2007	11	-36	-58	3	8	0
-75.1745	39.981062	-75.1447	40.035778	2008	10	68	46	6	4	0
-75.1745	39.981062	-75.1447	40.035778	2009	24	-11	0	13	11	0
-75.1745	39.981062	-75.1447	40.035778	2010	19	23	24	3	16	0
-75.1745	39.981062	-75.1447	40.035778	2011	14	71	70	3	11	0
-75.1745	39.981062	-75.1745	39.981062	2004	1	-232	-201	0	1	0
-75.1745	39.981062	-75.1745	39.981062	2006	18	-90	7	17	1	0
-75.1745	39.981062	-75.1745	39.981062	2007	37	-57	-45	15	22	0
-75.1745	39.981062	-75.1745	39.981062	2008	102	-54	-57	64	37	1
-75.1745	39.981062	-75.1745	39.981062	2009	138	-61	-70	57	81	0
-75.1745	39.981062	-75.1745	39.981062	2010	161	-41	-42	62	99	0
-75.1745	39.981062	-75.1745	39.981062	2011	86	-54	-53	31	55	0
-75.1745	39.981062	-75.1745	39.981062	2012	6	-59	-60	2	4	0
-75.1745	39.981062	-75.1839	40.011562	2007	1	75	47	0	1	0
-75.1745	39.981062	-75.1839	40.011562	2008	12	11	14	8	4	0
-75.1745	39.981062	-75.1839	40.011562	2009	19	-57	-30	8	11	0
-75.1745	39.981062	-75.1839	40.011562	2010	25	-53	-56	8	17	0
-75.1745	39.981062	-75.1839	40.011562	2011	15	2	-6	8	7	0
-75.1745	39.981062	-75.1839	40.011562	2012	2	-24	-45	1	1	0
-75.1745	39.981062	-74.97719	40.09146	2006	2	-54	1	1	1	0
-75.1745	39.981062	-74.97719	40.09146	2007	3	-162	-134	0	3	0
-75.1745	39.981062	-74.97719	40.09146	2009	4	-56	-56	3	1	0
-75.1745	39.981062	-74.97719	40.09146	2010	5	-20	1	3	2	0
-75.1745	39.981062	-74.97719	40.09146	2011	5	-102	-80	2	3	0
-75.1745	39.981062	-75.00155	40.064257	2007	1	69	-2	0	1	0
-75.1745	39.981062	-75.00155	40.064257	2008	2	87	87	2	0	0
-75.1745	39.981062	-75.00155	40.064257	2009	1	-114	-135	1	0	0
-75.1745	39.981062	-75.00155	40.064257	2011	1	90	131	0	1	0
-75.1745	39.981062	-75.02644	40.041111	2007	2	-3	-49	1	1	0
-75.1745	39.981062	-75.02644	40.041111	2008	1	43	-43	0	1	0
-75.1745	39.981062	-75.02644	40.041111	2009	2	-54	-67	2	0	0
-75.1745	39.981062	-75.02644	40.041111	2010	2	52	68	1	1	0
-75.1745	39.981062	-75.04118	40.09261	2009	1	-140	-134	0	1	0
-75.1745	39.981062	-75.04837	40.059611	2006	3	-53	-56	2	1	0
-75.1745	39.981062	-75.04837	40.059611	2007	2	63	-45	0	2	0
-75.1745	39.981062	-75.04837	40.059611	2008	2	-155	-115	1	1	0
-75.1745	39.981062	-75.04966	40.023611	2007	1	75	-2	0	1	0
-75.1745	39.981062	-75.04966	40.023611	2009	2	-94	-114	1	1	0
-75.1745	39.981062	-75.04966	40.023611	2010	1	-136	-46	1	0	0
-75.1745	39.981062	-75.04966	40.023611	2011	1	149	137	0	1	0
-75.1745	39.981062	-75.06658	40.037711	2007	1	-58	2	1	0	0
-75.1745	39.981062	-75.06658	40.037711	2008	1	-130	-130	1	0	0
-75.1745	39.981062	-75.06658	40.037711	2009	5	9	9	3	2	0
-75.1745	39.981062	-75.06658	40.037711	2010	1	50	45	0	1	0
-75.1745	39.981062	-75.06658	40.037711	2011	1	2	-92	0	1	0
-75.1745	39.981062	-75.08018	40.057661	2007	2	72	-25	0	2	0
-75.1745	39.981062	-75.08018	40.057661	2008	3	-87	-101	0	3	0
-75.1745	39.981062	-75.08018	40.057661	2009	8	-33	-18	6	2	0
-75.1745	39.981062	-75.08018	40.057661	2010	5	-25	9	3	2	0
-75.1745	39.981062	-75.08018	40.057661	2011	5	-36	-35	1	4	0
-75.1745	39.981062	-75.08018	40.057661	2012	2	-115	-111	0	2	0
-75.1745	39.981062	-75.08769	40.017362	2006	4	-163	-83	2	2	0
-75.1745	39.981062	-75.08769	40.017362	2007	14	-95	-72	7	7	0
-75.1745	39.981062	-75.08769	40.017362	2008	8	-37	-44	3	5	0
-75.1745	39.981062	-75.08769	40.017362	2009	29	-55	-49	13	16	0
-75.1745	39.981062	-75.08769	40.017362	2010	21	-36	-33	9	12	0
-75.1745	39.981062	-75.08769	40.017362	2011	20	-37	-45	12	8	0
-75.1745	39.981062	-75.08769	40.017362	2012	4	-89	-103	2	2	0
-75.1745	39.981062	-75.11116	39.991712	2006	11	-63	-66	8	3	0
-75.1745	39.981062	-75.11116	39.991712	2007	12	-34	-21	5	7	0
-75.1745	39.981062	-75.11116	39.991712	2008	17	-19	-47	9	8	0
-75.1745	39.981062	-75.11116	39.991712	2009	27	-44	-26	11	16	0
-75.1745	39.981062	-75.11116	39.991712	2010	33	-19	-20	10	23	0
-75.1745	39.981062	-75.11116	39.991712	2011	15	-29	-15	6	9	0
-75.1745	39.981062	-75.11116	39.991712	2012	1	-152	-138	0	1	0
-75.1745	39.981062	-75.12118	40.033944	2006	12	-93	-27	9	3	0
-75.1745	39.981062	-75.12118	40.033944	2007	11	-56	-50	0	11	0
-75.1745	39.981062	-75.12118	40.033944	2008	12	-23	-32	7	5	0
-75.1745	39.981062	-75.12118	40.033944	2009	26	-51	-63	16	10	0
-75.1745	39.981062	-75.12118	40.033944	2010	14	-73	-79	3	11	0
-75.1745	39.981062	-75.12118	40.033944	2011	9	-53	-52	7	2	0
-75.1745	39.981062	-75.12118	40.033944	2012	4	-93	-79	2	2	0
-75.1745	39.981062	-75.12565	39.978162	2006	2	-70	-115	1	1	0
-75.1745	39.981062	-75.12565	39.978162	2007	8	-57	6	5	3	0
