olon	olat	dlon	dlat	year	students	oattainment	dattainment	studentsup	studentsdown	studentsame
-75.14336	39.977662	-75.17222	39.968262	2012	1	-43	-89	1	0	0
-75.14336	39.977662	-75.17406	39.952162	2009	1	-47	-1	0	1	0
-75.14336	39.977662	-75.17406	39.952162	2011	1	43	-44	0	1	0
-75.14336	39.977662	-75.18067	39.938512	2009	4	-27	-34	2	2	0
-75.14336	39.977662	-75.18067	39.938512	2010	4	-97	-103	0	4	0
-75.14336	39.977662	-75.18067	39.938512	2011	2	-70	-21	1	1	0
-75.14336	39.977662	-75.18067	39.938512	2012	2	-23	-5	1	1	0
-75.14336	39.977662	-75.18259	39.922262	2009	3	-17	0	2	1	0
-75.14336	39.977662	-75.18259	39.922262	2010	4	-58	-33	2	2	0
-75.14336	39.977662	-75.18259	39.922262	2011	2	-44	1	0	2	0
-75.14336	39.977662	-75.18259	39.922262	2012	1	46	-1	0	1	0
-75.14336	39.977662	-75.18858	40.053511	2009	1	92	45	0	1	0
-75.14336	39.977662	-75.18858	40.053511	2010	1	-49	-2	0	1	0
-75.14336	39.977662	-75.18858	40.053511	2011	3	-109	-90	1	2	0
-75.14336	39.977662	-75.19957	39.961612	2007	3	-153	-120	0	3	0
-75.14336	39.977662	-75.19957	39.961612	2008	1	-60	-136	0	1	0
-75.14336	39.977662	-75.19957	39.961612	2009	4	-78	-55	2	2	0
-75.14336	39.977662	-75.19957	39.961612	2010	3	-106	-92	3	0	0
-75.14336	39.977662	-75.19957	39.961612	2011	8	-58	-61	6	2	0
-75.14336	39.977662	-75.19957	39.961612	2012	1	46	48	1	0	0
-75.14336	39.977662	-75.22104	40.038944	2007	3	69	1	1	2	0
-75.14336	39.977662	-75.22104	40.038944	2008	2	-31	3	1	1	0
-75.14336	39.977662	-75.22104	40.038944	2009	14	23	52	7	7	0
-75.14336	39.977662	-75.22104	40.038944	2010	6	-57	-86	1	5	0
-75.14336	39.977662	-75.22104	40.038944	2011	4	70	114	2	2	0
-75.14336	39.977662	-75.22311	40.026626	2009	1	50	89	1	0	0
-75.14336	39.977662	-75.22486	39.981112	2009	5	-26	-1	3	2	0
-75.14336	39.977662	-75.22486	39.981112	2010	3	-114	-102	1	2	0
-75.14336	39.977662	-75.22486	39.981112	2011	3	-44	-13	1	2	0
-75.14336	39.977662	-75.22718	39.944162	2006	1	26	58	1	0	0
-75.14336	39.977662	-75.22718	39.944162	2007	5	-107	-45	1	4	0
-75.14336	39.977662	-75.22718	39.944162	2008	1	63	45	0	1	0
-75.14336	39.977662	-75.22718	39.944162	2009	6	-86	-82	2	4	0
-75.14336	39.977662	-75.22718	39.944162	2010	3	-130	-123	1	2	0
-75.14336	39.977662	-75.22718	39.944162	2011	2	149	118	1	1	0
-75.14336	39.977662	-75.23003	39.961812	2003	1	-50	-91	1	0	0
-75.14336	39.977662	-75.23003	39.961812	2004	1	-105	-127	1	0	0
-75.14336	39.977662	-75.23003	39.961812	2007	1	75	47	0	1	0
-75.14336	39.977662	-75.23003	39.961812	2009	8	-23	-29	2	6	0
-75.14336	39.977662	-75.23003	39.961812	2010	4	-101	-66	0	4	0
-75.14336	39.977662	-75.23003	39.961812	2011	2	-110	-88	1	1	0
-75.14336	39.977662	-75.23221	39.898985	2006	2	-22	58	2	0	0
-75.14336	39.977662	-75.23221	39.898985	2007	2	69	23	0	2	0
-75.14336	39.977662	-75.23221	39.898985	2008	1	0	-43	1	0	0
-75.14336	39.977662	-75.23221	39.898985	2009	3	-62	-62	2	1	0
-75.14336	39.977662	-75.23221	39.898985	2010	1	98	91	0	1	0
-75.14336	39.977662	-75.23221	39.898985	2011	1	-94	-42	0	1	0
-75.14336	39.977662	-75.23453	39.922612	2009	1	45	42	0	1	0
-75.14336	39.977662	-75.23453	39.922612	2011	4	-12	-13	3	1	0
-75.14336	39.977662	-75.25256	39.975929	2007	1	-63	89	1	0	0
-75.14336	39.977662	-75.25256	39.975929	2011	1	-85	1	1	0	0
-75.14503	40.012212	-75.0154	40.117413	2008	3	14	14	3	0	0
-75.14503	40.012212	-75.0154	40.117413	2009	10	-1	4	5	4	1
-75.14503	40.012212	-75.0154	40.117413	2010	2	-6	-65	0	2	0
-75.14503	40.012212	-75.0154	40.117413	2011	2	-64	-87	1	1	0
-75.14503	40.012212	-75.1447	40.035778	2006	8	-101	-57	4	4	0
-75.14503	40.012212	-75.1447	40.035778	2007	17	6	-16	3	14	0
-75.14503	40.012212	-75.1447	40.035778	2008	9	1	18	7	2	0
-75.14503	40.012212	-75.1447	40.035778	2009	39	0	24	21	18	0
-75.14503	40.012212	-75.1447	40.035778	2010	32	-13	-15	9	23	0
-75.14503	40.012212	-75.1447	40.035778	2011	21	6	14	12	9	0
-75.14503	40.012212	-75.1745	39.981062	2004	1	-125	-22	1	0	0
-75.14503	40.012212	-75.1745	39.981062	2006	6	-106	-37	3	3	0
-75.14503	40.012212	-75.1745	39.981062	2007	19	-49	-55	6	13	0
-75.14503	40.012212	-75.1745	39.981062	2008	17	-68	-81	6	11	0
-75.14503	40.012212	-75.1745	39.981062	2009	52	-74	-67	25	27	0
-75.14503	40.012212	-75.1745	39.981062	2010	45	-64	-60	22	23	0
-75.14503	40.012212	-75.1745	39.981062	2011	50	-36	-40	24	26	0
-75.14503	40.012212	-75.1745	39.981062	2012	4	-33	-34	4	0	0
-75.14503	40.012212	-75.1839	40.011562	2007	1	75	-51	0	1	0
-75.14503	40.012212	-75.1839	40.011562	2008	4	-11	-22	4	0	0
-75.14503	40.012212	-75.1839	40.011562	2009	7	-57	-20	5	2	0
-75.14503	40.012212	-75.1839	40.011562	2010	18	-50	-37	6	12	0
-75.14503	40.012212	-75.1839	40.011562	2011	15	-17	-53	5	10	0
-75.14503	40.012212	-75.1839	40.011562	2012	3	-76	-44	2	1	0
-75.14503	40.012212	-74.97719	40.09146	2006	9	-77	20	6	3	0
-75.14503	40.012212	-74.97719	40.09146	2007	8	-87	-102	1	7	0
-75.14503	40.012212	-74.97719	40.09146	2008	4	-99	-121	1	3	0
-75.14503	40.012212	-74.97719	40.09146	2009	6	-63	-110	3	3	0
-75.14503	40.012212	-74.97719	40.09146	2010	9	-48	-61	2	7	0
-75.14503	40.012212	-74.97719	40.09146	2011	4	-59	-101	0	4	0
-75.14503	40.012212	-75.00155	40.064257	2008	1	-87	-43	0	1	0
-75.14503	40.012212	-75.00155	40.064257	2009	3	-47	-74	0	3	0
-75.14503	40.012212	-75.00155	40.064257	2010	3	-26	-72	0	3	0
-75.14503	40.012212	-75.00155	40.064257	2011	1	-130	-133	1	0	0
-75.14503	40.012212	-75.02644	40.041111	2007	1	-69	-92	1	0	0
-75.14503	40.012212	-75.02644	40.041111	2008	9	-54	-73	5	4	0
-75.14503	40.012212	-75.02644	40.041111	2009	10	-59	-44	6	4	0
-75.14503	40.012212	-75.02644	40.041111	2010	9	-39	-58	3	6	0
-75.14503	40.012212	-75.02644	40.041111	2011	8	-19	-5	4	4	0
-75.14503	40.012212	-75.04118	40.09261	2006	2	-76	-55	2	0	0
-75.14503	40.012212	-75.04118	40.09261	2007	1	60	130	0	1	0
-75.14503	40.012212	-75.04118	40.09261	2008	1	60	92	1	0	0
-75.14503	40.012212	-75.04118	40.09261	2009	2	-22	45	2	0	0
-75.14503	40.012212	-75.04118	40.09261	2010	5	104	107	1	4	0
-75.14503	40.012212	-75.04837	40.059611	2006	2	-64	57	2	0	0
-75.14503	40.012212	-75.04837	40.059611	2007	4	-33	-47	2	2	0
-75.14503	40.012212	-75.04837	40.059611	2009	8	-75	-58	4	4	0
-75.14503	40.012212	-75.04837	40.059611	2010	3	-108	-47	0	3	0
-75.14503	40.012212	-75.04966	40.023611	2007	2	7	45	1	1	0
-75.14503	40.012212	-75.04966	40.023611	2008	1	-208	-51	1	0	0
-75.14503	40.012212	-75.04966	40.023611	2009	5	-40	-54	0	5	0
-75.14503	40.012212	-75.04966	40.023611	2010	1	-135	-44	1	0	0
-75.14503	40.012212	-75.04966	40.023611	2011	2	92	45	1	1	0
-75.14503	40.012212	-75.04966	40.023611	2012	1	51	46	0	1	0
-75.14503	40.012212	-75.06658	40.037711	2006	2	-106	58	2	0	0
-75.14503	40.012212	-75.06658	40.037711	2007	10	-5	-40	1	9	0
-75.14503	40.012212	-75.06658	40.037711	2008	2	-195	-118	1	1	0
-75.14503	40.012212	-75.06658	40.037711	2009	26	-25	-26	11	15	0
-75.14503	40.012212	-75.06658	40.037711	2010	9	-27	-7	6	3	0
-75.14503	40.012212	-75.06658	40.037711	2011	10	-16	-31	5	5	0
-75.14503	40.012212	-75.06658	40.037711	2012	4	-75	-91	3	1	0
-75.14503	40.012212	-75.08018	40.057661	2006	2	-86	-169	1	1	0
-75.14503	40.012212	-75.08018	40.057661	2007	9	-73	-108	3	6	0
-75.14503	40.012212	-75.08018	40.057661	2008	5	-7	-80	2	3	0
-75.14503	40.012212	-75.08018	40.057661	2009	25	-51	-55	8	17	0
-75.14503	40.012212	-75.08018	40.057661	2010	33	-6	-4	17	16	0
-75.14503	40.012212	-75.08018	40.057661	2011	19	-61	-41	10	9	0
-75.14503	40.012212	-75.08018	40.057661	2012	4	-36	11	2	2	0
-75.14503	40.012212	-75.08769	40.017362	2006	14	-31	9	9	5	0
-75.14503	40.012212	-75.08769	40.017362	2007	51	-46	-63	11	40	0
-75.14503	40.012212	-75.08769	40.017362	2008	23	-28	-46	10	13	0
-75.14503	40.012212	-75.08769	40.017362	2009	107	-54	-43	58	49	0
-75.14503	40.012212	-75.08769	40.017362	2010	62	-53	-46	24	38	0
-75.14503	40.012212	-75.08769	40.017362	2011	55	-42	-37	27	28	0
-75.14503	40.012212	-75.08769	40.017362	2012	8	-50	-72	5	3	0
-75.14503	40.012212	-75.11116	39.991712	2003	1	-291	-151	0	1	0
-75.14503	40.012212	-75.11116	39.991712	2006	32	-70	-63	20	12	0
-75.14503	40.012212	-75.11116	39.991712	2007	113	7	-20	30	83	0
-75.14503	40.012212	-75.11116	39.991712	2008	42	-19	-38	15	27	0
-75.14503	40.012212	-75.11116	39.991712	2009	244	0	0	102	142	0
-75.14503	40.012212	-75.11116	39.991712	2010	135	9	16	62	73	0
-75.14503	40.012212	-75.11116	39.991712	2011	57	-7	7	26	31	0
-75.14503	40.012212	-75.11116	39.991712	2012	1	-152	-138	0	1	0
-75.14503	40.012212	-75.12118	40.033944	2006	28	-88	-39	22	6	0
-75.14503	40.012212	-75.12118	40.033944	2007	60	-22	-53	19	41	0
-75.14503	40.012212	-75.12118	40.033944	2008	180	-53	-55	125	53	2
-75.14503	40.012212	-75.12118	40.033944	2009	222	-59	-39	94	127	1
-75.14503	40.012212	-75.12118	40.033944	2010	154	-43	-51	63	91	0
-75.14503	40.012212	-75.12118	40.033944	2011	32	-36	-10	16	16	0
-75.14503	40.012212	-75.12118	40.033944	2012	6	21	7	3	3	0
-75.14503	40.012212	-75.12565	39.978162	2006	2	-105	-168	0	2	0
-75.14503	40.012212	-75.12565	39.978162	2007	5	10	-29	0	5	0
-75.14503	40.012212	-75.12565	39.978162	2008	14	-32	-13	8	6	0
-75.14503	40.012212	-75.12565	39.978162	2009	28	-58	-59	14	14	0
-75.14503	40.012212	-75.12565	39.978162	2010	28	-64	-53	10	18	0
-75.14503	40.012212	-75.12565	39.978162	2011	26	-46	-68	10	16	0
-75.14503	40.012212	-75.12565	39.978162	2012	1	-90	-131	0	1	0
-75.14503	40.012212	-75.13793	40.055411	2006	6	-110	-113	4	2	0
-75.14503	40.012212	-75.13793	40.055411	2007	5	30	31	2	3	0
-75.14503	40.012212	-75.13793	40.055411	2008	2	6	66	1	1	0
-75.14503	40.012212	-75.13793	40.055411	2009	5	-132	-101	2	3	0
-75.14503	40.012212	-75.13793	40.055411	2010	5	-28	-89	1	4	0
-75.14503	40.012212	-75.13793	40.055411	2011	4	-63	-81	0	4	0
-75.14503	40.012212	-75.14054	39.992862	2006	66	-63	-21	49	17	0
-75.14503	40.012212	-75.14054	39.992862	2007	41	-41	-56	12	29	0
-75.14503	40.012212	-75.14054	39.992862	2008	15	-35	-93	1	14	0
-75.14503	40.012212	-75.14054	39.992862	2009	45	-29	-18	27	18	0
-75.14503	40.012212	-75.14054	39.992862	2010	31	-64	-52	13	18	0
-75.14503	40.012212	-75.14054	39.992862	2011	16	-72	-57	6	10	0
-75.14503	40.012212	-75.14054	39.992862	2012	2	-136	-134	1	1	0
-75.14503	40.012212	-75.14336	39.977662	2007	4	15	-63	1	3	0
-75.14503	40.012212	-75.14336	39.977662	2008	10	-28	-35	4	6	0
-75.14503	40.012212	-75.14336	39.977662	2009	14	-86	-68	8	6	0
-75.14503	40.012212	-75.14336	39.977662	2010	14	19	8	9	5	0
-75.14503	40.012212	-75.14336	39.977662	2011	11	-71	-18	6	5	0
-75.14503	40.012212	-75.14503	40.012212	2003	2	-131	-112	2	0	0
-75.14503	40.012212	-75.14503	40.012212	2006	98	-90	-64	71	27	0
-75.14503	40.012212	-75.14503	40.012212	2007	277	-29	-66	64	213	0
-75.14503	40.012212	-75.14503	40.012212	2008	293	-59	-68	195	94	4
-75.14503	40.012212	-75.14503	40.012212	2009	676	-63	-45	317	358	1
-75.14503	40.012212	-75.14503	40.012212	2010	543	-34	-36	204	339	0
-75.14503	40.012212	-75.14503	40.012212	2011	246	-27	-21	137	109	0
-75.14503	40.012212	-75.14503	40.012212	2012	17	-40	-50	10	7	0
-75.14503	40.012212	-75.14589	39.951062	2007	2	-78	-93	0	2	0
-75.14503	40.012212	-75.14589	39.951062	2008	2	43	87	1	1	0
-75.14503	40.012212	-75.14589	39.951062	2009	3	95	89	2	1	0
-75.14503	40.012212	-75.14589	39.951062	2010	3	-27	-13	2	1	0
-75.14503	40.012212	-75.14764	39.964012	2008	3	116	130	2	1	0
-75.14503	40.012212	-75.14764	39.964012	2009	12	-17	30	7	5	0
-75.14503	40.012212	-75.14764	39.964012	2010	9	41	59	5	4	0
-75.14503	40.012212	-75.14764	39.964012	2011	14	58	52	7	7	0
-75.14503	40.012212	-75.15409	39.936562	2007	2	2	69	1	1	0
-75.14503	40.012212	-75.15409	39.936562	2008	1	130	130	1	0	0
-75.14503	40.012212	-75.15409	39.936562	2009	8	60	83	1	7	0
-75.14503	40.012212	-75.15409	39.936562	2010	3	90	89	3	0	0
-75.14503	40.012212	-75.15409	39.936562	2011	5	80	88	2	3	0
-75.14503	40.012212	-75.15654	40.055861	2006	3	-78	-26	3	0	0
-75.14503	40.012212	-75.15654	40.055861	2007	6	-25	-62	2	4	0
-75.14503	40.012212	-75.15654	40.055861	2008	3	-102	-103	2	1	0
-75.14503	40.012212	-75.15654	40.055861	2009	22	-85	-60	12	10	0
-75.14503	40.012212	-75.15654	40.055861	2010	23	-27	-15	11	12	0
-75.14503	40.012212	-75.15654	40.055861	2011	18	-35	-57	9	9	0
-75.14503	40.012212	-75.15654	40.055861	2012	4	-45	-69	2	2	0
-75.14503	40.012212	-75.15803	39.919812	2007	1	63	-2	0	1	0
-75.14503	40.012212	-75.15803	39.919812	2008	10	-52	-43	7	2	1
-75.14503	40.012212	-75.15803	39.919812	2009	8	-84	-23	5	3	0
-75.14503	40.012212	-75.15803	39.919812	2010	7	-37	-13	4	3	0
-75.14503	40.012212	-75.15803	39.919812	2011	8	-13	8	6	2	0
-75.14503	40.012212	-75.15853	39.952112	2008	1	-87	-130	0	1	0
-75.14503	40.012212	-75.16977	39.995412	2006	3	-144	-168	2	1	0
-75.14503	40.012212	-75.16977	39.995412	2007	9	11	-76	1	8	0
-75.14503	40.012212	-75.16977	39.995412	2008	25	1	-9	15	10	0
-75.14503	40.012212	-75.16977	39.995412	2009	64	-67	-43	31	33	0
-75.14503	40.012212	-75.16977	39.995412	2010	77	-22	-37	21	56	0
-75.14503	40.012212	-75.16977	39.995412	2011	51	-48	-53	29	22	0
-75.14503	40.012212	-75.16977	39.995412	2012	2	-136	-89	1	1	0
-75.14503	40.012212	-75.17106	40.07226	2006	1	-53	58	1	0	0
-75.14503	40.012212	-75.17106	40.07226	2007	3	-20	43	2	1	0
-75.14503	40.012212	-75.17106	40.07226	2008	2	54	67	2	0	0
-75.14503	40.012212	-75.17106	40.07226	2009	12	-15	38	6	6	0
-75.14503	40.012212	-75.17106	40.07226	2010	4	24	-21	1	3	0
-75.14503	40.012212	-75.17106	40.07226	2011	5	-20	-1	3	2	0
-75.14503	40.012212	-75.17203	40.034111	2003	1	-67	-23	0	1	0
-75.14503	40.012212	-75.17203	40.034111	2006	7	-88	-40	5	2	0
-75.14503	40.012212	-75.17203	40.034111	2007	15	-69	-77	6	9	0
-75.14503	40.012212	-75.17203	40.034111	2008	10	-44	-89	5	5	0
-75.14503	40.012212	-75.17203	40.034111	2009	41	-61	-40	22	19	0
-75.14503	40.012212	-75.17203	40.034111	2010	18	-37	6	12	6	0
-75.14503	40.012212	-75.17203	40.034111	2011	29	-52	-60	12	17	0
-75.14503	40.012212	-75.17203	40.034111	2012	3	-125	-122	2	1	0
-75.14503	40.012212	-75.17222	39.968262	2006	4	-97	-55	4	0	0
-75.14503	40.012212	-75.17222	39.968262	2007	3	30	34	1	2	0
-75.14503	40.012212	-75.17222	39.968262	2008	6	7	-14	5	1	0
-75.14503	40.012212	-75.17222	39.968262	2009	16	50	51	9	7	0
-75.14503	40.012212	-75.17222	39.968262	2010	8	51	62	3	5	0
-75.14503	40.012212	-75.17222	39.968262	2011	14	-22	-35	6	8	0
-75.14503	40.012212	-75.17406	39.952162	2008	2	87	87	2	0	0
-75.14503	40.012212	-75.17406	39.952162	2009	2	99	-48	1	1	0
-75.14503	40.012212	-75.17406	39.952162	2010	2	74	110	1	1	0
-75.14503	40.012212	-75.18067	39.938512	2006	3	-89	57	2	1	0
-75.14503	40.012212	-75.18067	39.938512	2007	6	-68	-38	2	4	0
-75.14503	40.012212	-75.18067	39.938512	2008	2	-60	-94	0	2	0
-75.14503	40.012212	-75.18067	39.938512	2009	7	-33	-59	1	6	0
-75.14503	40.012212	-75.18067	39.938512	2010	3	15	-44	1	2	0
-75.14503	40.012212	-75.18067	39.938512	2011	2	0	-46	1	1	0
-75.14503	40.012212	-75.18067	39.938512	2012	3	-16	-76	1	2	0
-75.14503	40.012212	-75.18259	39.922262	2006	1	-17	58	1	0	0
-75.14503	40.012212	-75.18259	39.922262	2007	1	-60	-136	0	1	0
-75.14503	40.012212	-75.18259	39.922262	2008	1	63	-136	0	1	0
-75.14503	40.012212	-75.18259	39.922262	2009	7	-6	-18	3	4	0
-75.14503	40.012212	-75.18259	39.922262	2010	2	-50	-92	0	2	0
-75.14503	40.012212	-75.18259	39.922262	2011	1	136	94	1	0	0
-75.14503	40.012212	-75.18858	40.053511	2006	1	-79	-56	0	1	0
-75.14503	40.012212	-75.18858	40.053511	2007	1	69	-50	0	1	0
-75.14503	40.012212	-75.18858	40.053511	2008	2	65	87	1	1	0
-75.14503	40.012212	-75.18858	40.053511	2009	8	-36	11	4	4	0
-75.14503	40.012212	-75.18858	40.053511	2010	7	-14	-47	3	4	0
-75.14503	40.012212	-75.18858	40.053511	2011	6	-3	44	2	4	0
-75.14503	40.012212	-75.19957	39.961612	2003	1	-204	-161	0	1	0
-75.14503	40.012212	-75.19957	39.961612	2006	3	-77	-17	3	0	0
-75.14503	40.012212	-75.19957	39.961612	2007	4	-159	-75	2	2	0
-75.14503	40.012212	-75.19957	39.961612	2009	12	-85	-97	5	7	0
-75.14503	40.012212	-75.19957	39.961612	2010	5	-53	-97	1	4	0
-75.14503	40.012212	-75.19957	39.961612	2011	9	-59	-51	5	4	0
-75.14503	40.012212	-75.19957	39.961612	2012	1	-130	-133	1	0	0
-75.14503	40.012212	-75.20772	40.07236	2007	1	63	45	0	1	0
-75.14503	40.012212	-75.22104	40.038944	2006	9	-48	20	6	3	0
-75.14503	40.012212	-75.22104	40.038944	2007	5	17	-37	0	5	0
-75.14503	40.012212	-75.22104	40.038944	2008	12	-47	-51	8	4	0
-75.14503	40.012212	-75.22104	40.038944	2009	25	5	18	9	16	0
-75.14503	40.012212	-75.22104	40.038944	2010	14	-20	-2	6	8	0
-75.14503	40.012212	-75.22104	40.038944	2011	13	30	0	6	7	0
-75.14503	40.012212	-75.22311	40.026626	2009	1	-53	-49	0	1	0
-75.14503	40.012212	-75.22486	39.981112	2006	2	-109	-56	2	0	0
-75.14503	40.012212	-75.22486	39.981112	2007	3	-19	-17	0	3	0
-75.14503	40.012212	-75.22486	39.981112	2008	2	0	0	2	0	0
-75.14503	40.012212	-75.22486	39.981112	2009	16	-74	-45	12	4	0
-75.14503	40.012212	-75.22486	39.981112	2010	8	-98	-66	4	4	0
-75.14503	40.012212	-75.22486	39.981112	2011	5	-27	-71	2	3	0
-75.14503	40.012212	-75.22486	39.981112	2012	1	-46	45	1	0	0
-75.14503	40.012212	-75.22718	39.944162	2006	3	-42	-56	1	2	0
-75.14503	40.012212	-75.22718	39.944162	2007	3	20	-29	1	2	0
-75.14503	40.012212	-75.22718	39.944162	2008	1	-175	-42	1	0	0
-75.14503	40.012212	-75.22718	39.944162	2009	5	-9	-12	1	4	0
-75.14503	40.012212	-75.22718	39.944162	2010	3	-33	-32	0	3	0
-75.14503	40.012212	-75.22718	39.944162	2011	10	-13	-9	6	4	0
-75.14503	40.012212	-75.22718	39.944162	2012	2	45	-66	0	2	0
-75.14503	40.012212	-75.23003	39.961812	2006	6	-76	-17	4	2	0
-75.14503	40.012212	-75.23003	39.961812	2007	2	-60	-67	0	2	0
-75.14503	40.012212	-75.23003	39.961812	2008	12	-38	-73	6	6	0
-75.14503	40.012212	-75.23003	39.961812	2009	15	-59	-48	7	8	0
-75.14503	40.012212	-75.23003	39.961812	2010	11	-18	-5	5	6	0
-75.14503	40.012212	-75.23003	39.961812	2011	14	-67	-26	8	6	0
-75.14503	40.012212	-75.23003	39.961812	2012	3	-111	-14	2	1	0
-75.14503	40.012212	-75.23221	39.898985	2006	1	-117	60	1	0	0
-75.14503	40.012212	-75.23221	39.898985	2007	4	-58	-65	2	2	0
-75.14503	40.012212	-75.23221	39.898985	2008	2	29	-3	1	1	0
-75.14503	40.012212	-75.23221	39.898985	2009	9	-67	-36	6	3	0
-75.14503	40.012212	-75.23221	39.898985	2010	3	-46	-44	0	3	0
-75.14503	40.012212	-75.23221	39.898985	2011	4	-45	22	2	2	0
-75.14503	40.012212	-75.23453	39.922612	2007	1	-170	-130	0	1	0
-75.14503	40.012212	-75.23453	39.922612	2008	3	7	-44	2	1	0
-75.14503	40.012212	-75.23453	39.922612	2009	10	-72	-54	4	6	0
-75.14503	40.012212	-75.23453	39.922612	2010	9	-49	-40	5	4	0
-75.14503	40.012212	-75.23453	39.922612	2011	3	-121	-89	2	1	0
-75.14503	40.012212	-75.25256	39.975929	2007	1	-69	-93	1	0	0
-75.14503	40.012212	-75.25256	39.975929	2008	1	-61	92	1	0	0
-75.14503	40.012212	-75.25256	39.975929	2010	4	42	44	2	2	0
-75.14503	40.012212	-75.25256	39.975929	2011	2	-90	-46	1	1	0
-75.14503	40.012212	-75.25256	39.975929	2012	2	69	1	1	1	0
-75.14589	39.951062	-75.0154	40.117413	2010	1	-168	-130	0	1	0
-75.14589	39.951062	-75.1447	40.035778	2008	4	87	87	3	1	0
-75.14589	39.951062	-75.1447	40.035778	2009	19	86	117	3	16	0
-75.14589	39.951062	-75.1447	40.035778	2010	16	73	109	4	12	0
-75.14589	39.951062	-75.1447	40.035778	2011	13	125	131	0	13	0
-75.14589	39.951062	-75.1745	39.981062	2007	1	75	-140	0	1	0
-75.14589	39.951062	-75.1745	39.981062	2008	6	62	94	3	2	1
-75.14589	39.951062	-75.1745	39.981062	2009	8	66	83	4	4	0
-75.14589	39.951062	-75.1745	39.981062	2010	5	-63	77	5	0	0
-75.14589	39.951062	-75.1745	39.981062	2011	1	39	42	1	0	0
-75.14589	39.951062	-75.1839	40.011562	2010	2	-29	21	1	1	0
-75.14589	39.951062	-75.1839	40.011562	2011	1	-1	88	1	0	0
-75.14589	39.951062	-74.97719	40.09146	2010	1	46	90	1	0	0
-75.14589	39.951062	-75.00155	40.064257	2009	1	46	45	0	1	0
-75.14589	39.951062	-75.00155	40.064257	2011	1	130	0	0	1	0
-75.14589	39.951062	-75.02644	40.041111	2009	1	-39	95	1	0	0
-75.14589	39.951062	-75.02644	40.041111	2010	1	1	-92	0	1	0
-75.14589	39.951062	-75.04118	40.09261	2012	1	137	-3	0	1	0
-75.14589	39.951062	-75.04837	40.059611	2009	3	65	76	2	1	0
-75.14589	39.951062	-75.04837	40.059611	2010	1	-96	-4	0	1	0
-75.14589	39.951062	-75.06658	40.037711	2007	1	69	135	0	1	0
-75.14589	39.951062	-75.06658	40.037711	2009	1	-1	89	1	0	0
-75.14589	39.951062	-75.06658	40.037711	2010	1	100	137	1	0	0
-75.14589	39.951062	-75.06658	40.037711	2011	1	45	45	1	0	0
-75.14589	39.951062	-75.08018	40.057661	2009	5	1	61	3	2	0
-75.14589	39.951062	-75.08018	40.057661	2010	1	-169	-2	1	0	0
-75.14589	39.951062	-75.08018	40.057661	2011	2	15	-25	0	2	0
-75.14589	39.951062	-75.08769	40.017362	2008	1	-43	-43	1	0	0
-75.14589	39.951062	-75.08769	40.017362	2010	2	74	47	0	2	0
-75.14589	39.951062	-75.08769	40.017362	2011	1	-130	-133	1	0	0
-75.14589	39.951062	-75.08769	40.017362	2012	1	-130	-133	1	0	0
-75.14589	39.951062	-75.11116	39.991712	2009	1	-2	45	1	0	0
-75.14589	39.951062	-75.12118	40.033944	2009	1	-135	-137	1	0	0
-75.14589	39.951062	-75.12118	40.033944	2010	2	-24	0	0	2	0
-75.14589	39.951062	-75.12565	39.978162	2007	1	69	40	0	1	0
-75.14589	39.951062	-75.12565	39.978162	2008	1	-130	-130	1	0	0
-75.14589	39.951062	-75.12565	39.978162	2009	1	-45	46	1	0	0
-75.14589	39.951062	-75.12565	39.978162	2011	1	43	-44	0	1	0
-75.14589	39.951062	-75.13793	40.055411	2009	1	-2	-42	1	0	0
-75.14589	39.951062	-75.14054	39.992862	2009	2	-91	-48	1	1	0
-75.14589	39.951062	-75.14336	39.977662	2009	1	-96	88	1	0	0
-75.14589	39.951062	-75.14336	39.977662	2010	1	2	44	1	0	0
-75.14589	39.951062	-75.14336	39.977662	2011	1	-2	1	1	0	0
-75.14589	39.951062	-75.14503	40.012212	2007	2	4	-93	0	2	0
-75.14589	39.951062	-75.14503	40.012212	2008	1	0	-130	1	0	0
-75.14589	39.951062	-75.14503	40.012212	2009	1	-179	-135	0	1	0
-75.14589	39.951062	-75.14503	40.012212	2011	1	130	89	1	0	0
-75.14589	39.951062	-75.14503	40.012212	2012	1	-134	-88	1	0	0
-75.14589	39.951062	-75.14589	39.951062	2008	9	10	-34	4	5	0
-75.14589	39.951062	-75.14589	39.951062	2009	10	-27	5	4	6	0
-75.14589	39.951062	-75.14589	39.951062	2010	5	-75	51	5	0	0
-75.14589	39.951062	-75.14589	39.951062	2011	2	65	43	1	1	0
-75.14589	39.951062	-75.14764	39.964012	2008	1	-130	-130	1	0	0
-75.14589	39.951062	-75.14764	39.964012	2009	5	-48	26	2	3	0
-75.14589	39.951062	-75.14764	39.964012	2010	2	74	108	0	2	0
-75.14589	39.951062	-75.14764	39.964012	2011	8	92	108	0	8	0
-75.14589	39.951062	-75.15409	39.936562	2008	5	95	78	2	3	0
-75.14589	39.951062	-75.15409	39.936562	2009	7	45	83	3	4	0
-75.14589	39.951062	-75.15409	39.936562	2010	10	90	92	4	6	0
-75.14589	39.951062	-75.15409	39.936562	2011	7	85	112	2	5	0
-75.14589	39.951062	-75.15654	40.055861	2006	1	115	58	1	0	0
-75.14589	39.951062	-75.15654	40.055861	2007	2	64	-66	0	2	0
