lat,lon,instid,name,year,attainment,students
39.922612,-75.23453,565,"CATHARINE, JOSEPH SCHOOL - 1250",2010,27.840773,161
39.922612,-75.23453,565,"CATHARINE, JOSEPH SCHOOL - 1250",2011,48.872288,134
39.922612,-75.23453,565,"CATHARINE, JOSEPH SCHOOL - 1250",2012,-0.354200,3
39.922612,-75.23453,625,"MORTON, THOMAS G. SCHOOL - 1380",2006,12.800291,234
39.922612,-75.23453,625,"MORTON, THOMAS G. SCHOOL - 1380",2007,-69.345394,417
39.922612,-75.23453,625,"MORTON, THOMAS G. SCHOOL - 1380",2008,-80.763332,28
39.922612,-75.23453,625,"MORTON, THOMAS G. SCHOOL - 1380",2009,-35.772398,228
39.922612,-75.23453,625,"MORTON, THOMAS G. SCHOOL - 1380",2010,-17.459804,216
39.922612,-75.23453,625,"MORTON, THOMAS G. SCHOOL - 1380",2011,-17.186723,238
39.922612,-75.23453,625,"MORTON, THOMAS G. SCHOOL - 1380",2012,-41.017712,16
39.922612,-75.23453,666,"BARTRAM, JOHN HIGH - 1010",2002,-98.638335,444
39.922612,-75.23453,666,"BARTRAM, JOHN HIGH - 1010",2003,-102.147331,321
39.922612,-75.23453,666,"BARTRAM, JOHN HIGH - 1010",2004,-92.120600,2
39.922612,-75.23453,666,"BARTRAM, JOHN HIGH - 1010",2007,-98.545007,171
39.922612,-75.23453,666,"BARTRAM, JOHN HIGH - 1010",2008,-42.278843,305
39.922612,-75.23453,666,"BARTRAM, JOHN HIGH - 1010",2009,-61.556128,469
39.922612,-75.23453,666,"BARTRAM, JOHN HIGH - 1010",2010,-45.746291,405
39.922612,-75.23453,666,"BARTRAM, JOHN HIGH - 1010",2011,-58.038890,429
39.922612,-75.23453,666,"BARTRAM, JOHN HIGH - 1010",2012,-50.346846,13
39.922612,-75.23453,674,BARTRAM HIGH SCHOOL EOP - 3800,2008,-137.090250,1
39.922612,-75.23453,674,BARTRAM HIGH SCHOOL EOP - 3800,2009,-110.309322,11
39.922612,-75.23453,674,BARTRAM HIGH SCHOOL EOP - 3800,2010,-112.950530,13
39.922612,-75.23453,674,BARTRAM HIGH SCHOOL EOP - 3800,2011,-97.856675,4
39.922612,-75.23453,834,DVHS ACCELERATED ACADEMY SW - 3570,2010,-129.722600,2
39.922612,-75.23453,834,DVHS ACCELERATED ACADEMY SW - 3570,2011,-60.017475,8
39.922612,-75.23453,834,DVHS ACCELERATED ACADEMY SW - 3570,2012,-22.699412,4
39.936562,-75.15409,102,ACADEMY AT PALUMBO - 2620,2008,106.761209,115
39.936562,-75.15409,102,ACADEMY AT PALUMBO - 2620,2009,76.549033,224
39.936562,-75.15409,102,ACADEMY AT PALUMBO - 2620,2010,95.859742,257
39.936562,-75.15409,102,ACADEMY AT PALUMBO - 2620,2011,94.290790,287
39.936562,-75.15409,228,"KIRKBRIDE, ELIZA B. SCHOOL - 2580",2002,-53.636856,106
39.936562,-75.15409,228,"KIRKBRIDE, ELIZA B. SCHOOL - 2580",2003,-8.383160,119
39.936562,-75.15409,228,"KIRKBRIDE, ELIZA B. SCHOOL - 2580",2006,-20.436846,195
39.936562,-75.15409,228,"KIRKBRIDE, ELIZA B. SCHOOL - 2580",2007,1.900861,203
39.936562,-75.15409,228,"KIRKBRIDE, ELIZA B. SCHOOL - 2580",2008,-48.733110,10
39.936562,-75.15409,228,"KIRKBRIDE, ELIZA B. SCHOOL - 2580",2009,9.821825,169
39.936562,-75.15409,228,"KIRKBRIDE, ELIZA B. SCHOOL - 2580",2010,21.674198,210
39.936562,-75.15409,228,"KIRKBRIDE, ELIZA B. SCHOOL - 2580",2011,24.167920,240
39.936562,-75.15409,256,CREATIVE AND PERFORMING ARTS - 2020,2002,21.943840,151
39.936562,-75.15409,256,CREATIVE AND PERFORMING ARTS - 2020,2003,51.785182,162
39.936562,-75.15409,256,CREATIVE AND PERFORMING ARTS - 2020,2007,43.671546,164
39.936562,-75.15409,256,CREATIVE AND PERFORMING ARTS - 2020,2008,99.387721,110
39.936562,-75.15409,256,CREATIVE AND PERFORMING ARTS - 2020,2009,67.753462,280
39.936562,-75.15409,256,CREATIVE AND PERFORMING ARTS - 2020,2010,72.351964,246
39.936562,-75.15409,256,CREATIVE AND PERFORMING ARTS - 2020,2011,74.940842,243
39.936562,-75.15409,324,"JACKSON, ANDREW SCHOOL - 2510",2002,-59.823865,69
39.936562,-75.15409,324,"JACKSON, ANDREW SCHOOL - 2510",2003,-21.521550,81
39.936562,-75.15409,324,"JACKSON, ANDREW SCHOOL - 2510",2004,-158.630500,1
39.936562,-75.15409,324,"JACKSON, ANDREW SCHOOL - 2510",2006,-24.014484,164
39.936562,-75.15409,324,"JACKSON, ANDREW SCHOOL - 2510",2007,-22.541998,207
39.936562,-75.15409,324,"JACKSON, ANDREW SCHOOL - 2510",2008,-69.075528,14
39.936562,-75.15409,324,"JACKSON, ANDREW SCHOOL - 2510",2009,6.787567,159
39.936562,-75.15409,324,"JACKSON, ANDREW SCHOOL - 2510",2010,15.233295,175
39.936562,-75.15409,324,"JACKSON, ANDREW SCHOOL - 2510",2011,35.263445,193
39.936562,-75.15409,324,"JACKSON, ANDREW SCHOOL - 2510",2012,77.653883,3
39.936562,-75.15409,434,"NEBINGER, GEORGE W. SCHOOL - 2590",2002,-53.178415,44
39.936562,-75.15409,434,"NEBINGER, GEORGE W. SCHOOL - 2590",2003,-40.060043,56
39.936562,-75.15409,434,"NEBINGER, GEORGE W. SCHOOL - 2590",2004,-26.857550,1
39.936562,-75.15409,434,"NEBINGER, GEORGE W. SCHOOL - 2590",2006,40.984228,119
39.936562,-75.15409,434,"NEBINGER, GEORGE W. SCHOOL - 2590",2007,33.465669,156
39.936562,-75.15409,434,"NEBINGER, GEORGE W. SCHOOL - 2590",2008,99.847800,1
39.936562,-75.15409,434,"NEBINGER, GEORGE W. SCHOOL - 2590",2009,16.461727,101
39.936562,-75.15409,434,"NEBINGER, GEORGE W. SCHOOL - 2590",2010,15.450599,116
39.936562,-75.15409,434,"NEBINGER, GEORGE W. SCHOOL - 2590",2011,55.306777,105
39.936562,-75.15409,434,"NEBINGER, GEORGE W. SCHOOL - 2590",2012,-46.013875,2
39.936562,-75.15409,545,"WASHINGTON, GEORGE SCHOOL - 2730",2002,-46.010916,72
39.936562,-75.15409,545,"WASHINGTON, GEORGE SCHOOL - 2730",2003,-39.793114,84
39.936562,-75.15409,545,"WASHINGTON, GEORGE SCHOOL - 2730",2006,-20.033908,165
39.936562,-75.15409,545,"WASHINGTON, GEORGE SCHOOL - 2730",2007,5.152994,225
39.936562,-75.15409,545,"WASHINGTON, GEORGE SCHOOL - 2730",2008,-13.826950,3
39.936562,-75.15409,545,"WASHINGTON, GEORGE SCHOOL - 2730",2009,5.826029,150
39.936562,-75.15409,545,"WASHINGTON, GEORGE SCHOOL - 2730",2010,9.195214,138
39.936562,-75.15409,545,"WASHINGTON, GEORGE SCHOOL - 2730",2011,12.668028,123
39.936562,-75.15409,545,"WASHINGTON, GEORGE SCHOOL - 2730",2012,23.319725,2
39.936562,-75.15409,573,"MEREDITH, WILLIAM M. SCHOOL - 2380",2002,20.428724,102
39.936562,-75.15409,573,"MEREDITH, WILLIAM M. SCHOOL - 2380",2003,52.163418,118
39.936562,-75.15409,573,"MEREDITH, WILLIAM M. SCHOOL - 2380",2006,59.605071,245
39.936562,-75.15409,573,"MEREDITH, WILLIAM M. SCHOOL - 2380",2007,65.563104,297
